Title,Ingredients,Steps,Loves,URL,Main Ingredients
semur kering telur kentang,2-4 butir telur--2 buah kentang--3 siung bawang merah--3 siung bawang putih--secukupnya kemiri--3 buah cabai merah sesuai selera--secukupnya air--secukupnya gula--secukupnya lada bubuk--penyedap rasa rasa makanan--secukupnya kecap--1 daun salam--,"potong kentang sesuai selera dan rebus bersama dengan telur.--selagi menunggu kentang dan telur di rebus. haluskan bawang merah, bawang putih, cabai, kemiri, dan lada.--setelah kentang dan telur selesai direbus. kupas telurnya--goreng kentang dan telur yang sudah di rebus sebentar saja.--tumis bumbu yang sudah di haluskan sampai harum. kemudian tambahkan daun salam dan air.--setelah mendidih masukan telur dan kentangnya. tambahkan kecap secukupnya.--tambahkan gula  penyedap rasa rasa rasa, aduk-aduk.--tutup panci sambil sesekali di lihat sampai kuahnya hilang dan meresap.--semur kering telur kentang sudah bisa di hidangkan!--",7,idresep4473208-semur-kering-telur-kentang,"telur, kentang, bawang merah, bawang putih, kemiri, cabai, cabai merah, gula, lada, penyedap rasa, kecap, daun salam"
kari tahu telur kentang,"4 butir telur rebus--4 buah tahu, potong 8 bagian lalu goreng berkulit--2 buah kentang, potong 4 bagian--1 bks santan instan ukuran kecil--1000 mililiter air  kaldu--5 buah cengek utuh tambahan dari saya--haluskan --1 buah cabai merah buang biji--5 siung bawang merah--2 siung bawang putih--1 sendok makan bumbu kari instant--2 butir kemiri--14 sendok teh ketumbar--12 sendok teh merica--18 sendok teh pala bubuk--2 ruas jari kunyit--rempah cemplung--1 batang serai, geprek--2 cm lengkuas--1 cm jahe--2 lembar daun jeruk--1 lembar daun salam--secukupnya asam jawa--garam  kaldu--gula--","tumis bumbu halus dan rempah cemplung hingga harum dan matang--masukan kentang. aduk rata--beri air. setelah agak mendidih masukan telur, tahu dan rawit utuh--bumbui garam dan gula--setelah didih, masukan santan, aduk sesekali--angkat, sajikan dengan pelengkap--",5,idresep4471788-kari-tahu-telur-kentang,"telur, tahu, kentang, santan, santan instan, kaldu, cabai, cabai merah, bawang merah, bawang putih, kemiri, ketumbar, merica, kunyit, serai, lengkuas, jahe, daun jeruk, daun salam, garam, gula"
buncis cah telur,20 buah buncis iris tipis2--4 siung bawang putih cincang--14 bawang bombay iris halus--2 buah cabai merah iris halus--5 buah bakso iris tipis  bs ganti dgn sosis--secukupnya kaldu ayam--secukupnya air panas--1-2 butir telur--,"tunis bawang putih, bawang bombay, cabai merah sampai wangi masukkan bakso atau sosis oseng2.--masukkan bunci yang sudah di iris, oseng sampai berubah warns, masukkan sedikit air panas biar kan sampai agak matang, masukkan bumbu penyedap rasa rasa dan tes rasa.--terakhir, tepikan buncisnya dan masukkan telurnya, oseng2 telur kemudian balurkan dengan buncisnya.--selamat mencoba --",6,idresep4472404-buncis-cah-telur,"buncis, bawang putih, bawang bombay, cabai, cabai merah, sosis, bakso, kaldu, kaldu ayam, ayam, telur"
telur cah tomat,2 butir telur--1 buah tomat potong2--2 siung bawang merah iris--12 siung bawang bombay iris--2 buah cabai rawit merahsesuai selera iris--secukupnya bawang daun--garam--merica--gula--,"tumis bawang merah dan bawang bombay, masukkan telur lalu orak arik dan sisihkan--tambahkan sedikit minyak disisi lain wajan, masukkan tomat, cabai dan bawang daun lalu aduk2 sampai tomat layu,--setelah layu, aduk rata dengan telur yg sudah di orak arik, tambahkan garam, merica dan gula, koreksi rasa, sajikan dengan nasi hangat--",2,idresep4472560-telur-cah-tomat,"telur, tomat, bawang merah, bawang bombay, cabai, cabai rawit, bawang daun, garam, merica, gula"
cah sawi putih campur telur,"1 buah sawi putih potong sesuai selera--2 butir telur kocok lepas--3 siung bawang putih geprek--10 buah cabai merah iris--secukupnya air--secukupnya garam, gula--","siapkan bahannya--tumis bawang dan cabai sampai harum.--sisihkan cabai dan bawang kepinggir wajan, masukkan telur aduk rata bikin orak arik.--masukkan sawi aduk sebentar tambahkan sedikit air, garam, gula, aduk rata tes rasa.--siap disajikan, simple dan lezat. happy cooking moms --",3,idresep4472439-cah-sawi-putih-campur-telur,"sawi, sawi putih, telur, bawang putih, cabai, cabai merah, garam, gula"
telur tahu kukus goreng,2 butir telur--3 buah tahu putih--2 tangkai bawang daun--12 buah wortel aku lagi gak ada--1 siung bawang putih--sedikit lada--secukupnya garam--secukupnya penyedap rasa rasa rasa--,"haluskan bawang putih dan lada.--hancurkan tahu dengan garpu.--potong2 bawang daun. wortel diparut dengan parutan keju.--kocok telur dengan garpu, tambahkan bumbu halus, garam dan penyedap rasa rasa rasa.--masukkan tahu, bawang daun dan wortel.--siapkan wadah tahan kukus kedian olesi dengan minyak agar tidak lengket nanti.--masukkan telur ke wadah, kukus selama kurang lebih 15menit.--dinginkan telur, keluarkan dan potong2 sesuai selera.--kocok 1 butir telur.--celupkan potongan telur ke kocokan telur lalu goreng hingga kecoklatan.--angkat.--",6,idresep4472110-telur-tahu-kukus-goreng,"telur, tahu, bawang daun, wortel, bawang putih, lada, garam, penyedap rasa"
telur sambal ebi,4 butir telur ayam--5 bawang merah--2 bawang putih--5 cabai rawit--serai geprek--merica--garam--gula--,"rebus telur sampai matang, kupas lalu goreng. sisihkan--haluskan bawang merah bawang putih dan cabai, lalu tumis sampai harum. masukkan serai lalu ebi. bubuhkan garam dan merica lalu gula.--masukkan telur, aduk sampai rata kemudian tambahkan sedikit air biarkan meresap.--angkat dan sajikan.--",0,idresep4472306-telur-sambal-ebi,"ayam, telur, bawang merah, bawang putih, cabai, cabai rawit, serai, merica, garam, gula"
telur dadar daging,"200 gram daging giling--1 buah wortel, parut--2 siung bawang putih, cincang--12 buah bawang bombay, cincang--4 butir telur--1 btng seledri, iris halus--garam, gula, merica, penyedap rasa rasa secukupnya--","tumis bw pth dan bombay hingga harum, masukkan daging, aduk hingga berubah warna. masukkan wortel dan seledri, beri garam, gula, merica dan penyedap rasa rasa. tes rasa, masak sampai semua matang, angkat.--kocok telur, masukkan tumisan daging td, aduk rata. buat dadar pada pan teflon kcl hingga beberapa buah. sajikan panas"" enyaakkk,,,,,--",3,idresep4353039-telur-dadar-daging,"wortel, bawang putih, bawang bombay, telur, seledri, garam, gula, merica, penyedap rasa"
telur gulung,telur ayam--sedikit air--garam--lada--kaldu ayam skip--tusukan kayu--,"panaskan minyak terlebih dahulu, minyak nya banyakin yah.--campur semua bahan jadi satu, lalu kocok sampai berbusa--masukan dalam botol kecap plastik  tuang 2 sendok menyebar yah--tuang ke minyak panas, lsg gulung2 pakai tusukan kayu terus dipinggirkan ke penggorengan supaya tdk terlalu banyak menyerap minyak.--tiriskan dan siap disantap pakai saus yg sudah dicampurkan air.--",1,idresep3571320-telur-gulung-jajanan-sd,"ayam, telur, garam, lada, kaldu, kaldu ayam"
pangsit goreng isi bihun telur,1 bidang bihun--secukupnya kubis--3 tangkai seledri--1 buah wortel--1 butir telur--5 butir bawang merah--3 butir bawang putih--secukupnya saus tiram--secukupnya kecap--secukupnya garam--kulit pangsit--,"potong wortel kecil-kecil, dan rebus sampai matang. angkat, tiriskan.--telur digoreng orak arik, tambahkan garam agar lebih berasa.--haluskan bawang merah dan putih, tumis. tambahkan bihun yang sudah direbus, wortel, kubis, seledri, telur orak arik. tambahkan juga saus tiram dan kecap.--rasakan, jika rasa kurang kuat, tambahkan garam atau penyedap rasa rasa rasa. jika sudah selesai, angkat dan sisihkan.--ambil kulit pangsit, isikan isian yang sudah masak kedalamnya. goreng, dan tiriskan.--",0,idresep4471922-pangsit-goreng-isi-bihun-telur,"bihun, kubis, seledri, wortel, telur, bawang merah, bawang putih, saus tiram, kecap, garam"
telur dadar,"2 butir telur--2 siung bawang merah, iris tipis--1 cabai rawit, iris tipis--1 batang bawang daun, iris-iris--secukupnya garam--mentega minyak--","campurkan bawang merah, cabai dan bawang daun dengan telur. kocok lepas. beri garam secukupnya--siapkan teflon, beri sedikit mentega atau minyak. masukkan adonan telur, lebarkan. tunggu hingga sisi bawah matang kemudian balik. lipat perlahan dan masak beberapa menit, kemudian angkat. potong sesuai selera dan sajikan...--",29,idresep4453396-telur-dadar-kilat,"telur, bawang merah, cabai, cabai rawit, bawang daun, garam, minyak, mentega"
semur kentang telur,4 buah telur ayam rebus--2 buah kentang potong sesuai selera--secukupnya kecap manis--2 lembar daun salam--bumbu halus --4 siung bawang putih--3 siung bawang merah--secukupnya lada--2 buah kemiri--,"goreng sebentar kentang dan telur rebus.--tumis bumbu halus hingga wangi, tambahkan daun salam dan air secukupnya.--setelah mendidih, tambahkan kecap manis, telur dan kentang.--tambahkan gula, dan penyedap rasa rasa rasa--tunggu hingga air berkurang, jangan sampe terlalu kering ya bun.--cek rasa, hidangkan dengan taburan bawang goreng --",8,idresep4471926-semur-kentang-telur,"ayam, telur, kentang, kecap, kecap manis, daun salam, bawang putih, bawang merah, lada, kemiri"
timun kuah telur,"1 timun potong tipisselera--1 bawang putih geprek--merica--garam, penyedap rasa rasa--saus tiram--2 telur--","tumis bawang dan merica hingga harum... beri air... lalu masukan timun, beri garam, penyedap rasa rasa, dan saus tiram.. setelah mendidih masukkan telur. koreksi rasa. matangkan.--",1,idresep4471394-timun-kuah-telur-diet-debm,"timun, bawang putih, merica, garam, penyedap rasa, saus tiram, telur"
telur balado petai,"10 buah telur ayam rebus, kupas kulit--4 papan petai--2 buah serai geprak--4 buah daun jeruk--secukupnya garamgulakaldu jamur--secukupnya air--bumbu halus--125 gram cabai merah keritingbesar--8 buah bawang merah--2 buah bawang putih--","panaskan minyak secukupnya, masukan bumbu halusserehdaun jeruk.tumis sampai wangi. beri air secukupnya, masukan garamgulakaldu jamur. masukan petai. masak sampai tidak bau langgu. tes rasa.--terakhir masukan telur rebus, aduk rata  masak sebentar. voilaa.. telur balado petai is ready! uenakk!--",96,idresep4455004-telur-balado-petai,"ayam, telur, petai, serai, daun jeruk, gula, garam, kaldu, jamur, kaldu jamur, cabai, cabai merah, bawang merah, bawang putih"
pecel telur,"6 butir telur ayamrebus dan kupas cangkangnya--10 buah cabai rawit merah--1 buah tomat ukuran. sedang--1 siung bawang putih--1 sendok makan kacang goreng--secukupnya terasi, garam, gula dan penyedap rasa rasa--2 tangkai kemangi--","goreng telur yg tadi sudah di rebus. angkat dan tiriskan--goreng bawang putih, cabai, tomat hingga matang.--haluskan bahan sambal. tambahkan kacang tanah goreng, beri garam, gula, terasi dan penyedap rasa rasa--masak sebntar dan masukkan daun kemangi. masukkan telur dan test rasa.--siap untuk disajikan.--",8,idresep4349494-pecel-telur,"ayam, telur, cabai, cabai rawit, tomat, bawang putih, terasi, garam, gula, penyedap rasa"
telur bumbu merah,5 butir telur--5 siung bawang merah--5 siung bawang putih--10 buah cabai merah boleh ditambah bila suka pedas--2 buah tomat merah--secukupnya garam dan gula--2 lembar daun salam--2 cm lengkuas digeprek--penyedap rasa rasa bila suka saya diskip--minyak untuk menumis--350 mililiter air putih satu set gelas belimbing--,"goreng telur mata sapi, sisihkan--rebus bawang merah, bawang putih, cabai dan tomat biar lebih merah warnanya--haluskan bahan yang sudah direbus--tumis bahan yang sudah dihaluskan, tambahkan daun salam dan lengkuas geprek--masukkan air dan telur, tambah gula dan garam, biarkan sampai mendidih dan meresap sampai air berkurang--koreksi rasa, hidangkan--",1,idresep4471358-telur-bumbu-merah,"telur, bawang merah, bawang putih, cabai, cabai merah, peda, tomat, gula, garam, daun salam, lengkuas, penyedap rasa, minyak"
telur dadar,1 buah telur ayam--ayam cincang--setengah sendok teh terigu--bawang daun--,"cincang ayam,iris bawang daun--satukan bahan,tambah garam dan sasa--kocok dan goreng--",6,idresep4471483-telur-dadar-endol,"ayam, telur, terigu, teri, bawang daun"
dadar telur ikan tongkol,1 ikan tongkol--2 butir telur--1 ikat bawang daun--12 sendok teh garam--,"goreng ikan tongkol setengah matang lalu suwir²--potong² bawang daun lalu campur semua kocok jadi satu dalam wadah--goreng sesendok² klo dah kuning keemasan angkat lalu tiriskan, soap disajikan sebagai lauk sayur asem cucok banget--bisa jg langsung digoreng jadi satu pas nanti dipotong² sesuai selera, selamat mencoba moms --",2,idresep4471290-dadar-telur-ikan-tongkol,"kol, ikan, tongkol, telur, bawang daun, garam"
telur bulet sambal terong,"4 butir telur ayam, rebus kupas kulitnya--1 buah terong ungu ukuran besar--bumbu halus--12 ons cabai hijau--1 buah tomat merah--5 siung bawang merah--3 siung bawang putih--12 sendok teh terasi yg sudah dibakar--secukupnya garam--minyak untuk menggoreng--","goreng telur yg sudah dikupas sebentar aja,angkat tiriskan--goreng terong yg sudah dipotong2,angkat tiriskan--goreng bumbu halus hingga wangi dengan api kecil--masukkan terong dan telur yg sudah digoreng--sajikan--",1,idresep4471327-telur-bulet-sambal-terong,"ayam, telur, terong, cabai, cabai hijau, tomat, bawang merah, bawang putih, terasi, garam, minyak"
tumis labu siam dan telur,1 butir telur--secukupnya labu siam iris memanjang--3 siung bawang putih--garam--gula--penyedap rasa rasa--,"tumis bawang putih hingga harum, masukkan telur kemudian orak arik.--masukkan labu siam, tambahkan sedikit air aduk rata.--tambahkam garam, gula dan penyedap rasa rasa.--koreksi rasa dan siap sajikan.--",0,idresep4471257-tumis-labu-siam-dan-telur,"telur, labu siam, bawang putih, garam, gula, penyedap rasa"
otak sapi goreng telur,"250 gram otak sapi mentah--3 lembar daun salam--1 ruas jahe, geprek--2 buah telur ayam--sesuai selera garam, lada bubuk, kaldu--","rebus otak sapi mentah dengan daun salam dan jahe geprek sampai mendidih dan matang. buang airnya. tiriskan. lalu potong tipis-tipis.--kocok lepas telur ayam dengan garam, lada bubuk, dan merica. celupkan otak sapi satu persatu dan goreng dalam minyak panas.--lalu ambil kembali otak yg sedang digoreng tadi dan celupkan ke kocokan telur dan goreng kembali. saya lakukan ini sampai 3 kali celupan. kata suami supaya telurnya tebal. sajikan dengan nasi hangat.--",1,idresep4469669-otak-sapi-goreng-telur,"otak sapi, daun salam, jahe, ayam, telur, garam, lada, kaldu"
telur balado,10 telur ayam--12 kilogram cabai merah--8 buah bawang merah--1 sendok teh minyak wijen--2 buah terong balado--12 sendok teh kecap--garam--kaldu ayam--gula--,rebus telur... supaya gampang di lepas kulitny...rendam telur di air biasa--blender cabai dan bawang hingga halus--panaskan minyak telurny sebentar saja ya kalo kelamaan telur bisa menciut lalu angkat--goreng sebentar terongnya--tiriskan telur dan terong--tumis bumbu yang di blender hingga berwarna kecoklatan dengan api kecil...jika sudah kecoklatan tambahkan kecap garam dan gula aduk rata ke telur dan terong--bisa di tambahkan suwiran ayam atau teri ya--,0,idresep4469876-telur-balado,"ayam, telur, cabai, cabai merah, bawang merah, minyak, minyak wijen, terong, kecap, garam, kaldu, kaldu ayam, gula"
telur dadar sawi tauge,3 butir telur--3 siung bawang merah iris--semangkuk taoge--2 bonggol sawi--1 lembar bawang daun iris--3 biji cabai rawit iris--2 sendok makan kecap manis--secukupmya garam lada bubuk--kaldu bubukopsional--,siapkan bahan. dadar telur lalu iris memanjang--panaskan sedikit minyak tumis bawang dan cabai hingga harum--masukan telur beri sedikit air matang tambahkan kecap lada garam kaldu--segera setelah mendidih masukan irisan bawang daun sawi dan toge. besarkan api masak sebentar hingga layu àngkat--simpel enak dan bergizi --,8,idresep4469625-telur-dadar-sawi-tauge,"telur, bawang merah, sawi, bawang daun, cabai, cabai rawit, kecap, kecap manis, lada, garam, kaldu, kaldu bubuk"
bali kecap telur ayam,ayam--telur--tempe--bumbu--cabai merah--bawang merah putih--jahe--lengkuas--daun jeruk--gula merah--kemiri--kecap manis--garam--,cuci bersih ayam lalu rebus dan goreng. rebus telur buang kulit dan goreng--haluskan smua bumbu--panaakan sedikit minyak--tumis bumbu hingga harum--masukkan lengkuas jahe dan daun jeruk--tambah sedikit air dan kecap manis--ending--,9,idresep4464706-bali-kecap-telur-ayam,"ayam, telur, tempe, cabai, cabai merah, bawang merah, jahe, lengkuas, daun jeruk, gula, gula merah, kemiri, kecap, kecap manis, garam"
telur dadar goreng tepung,"2 butir telur untuk di dadar--1 butir telur, kocok lepas untuk pencelup--secukupnya garam--secukupnya penyedap rasa rasa rasa--1 batang bawang daun, iris saya skip karena kehabisan--bahan kering campurkan--2 sendok makan terigu--3 sendok makan tepung beras--secukupnya merica--secukupnya penyedap rasa rasa rasa masakoroyko--","kocok 2 butir telur, campurkan dengan bawang daun, garam, dan penyedap rasa rasa rasa secukupnya--hidupkan kompor, gunakan teplon, tuang 3 sendok makan minyak, tunggu hingga setengah panas lalu tuangkan setengah adonan telur dan langsung jepit telur dengan dua spatula bagian belakang bertemu bagian belakang nb boleh langsung memasukkan semua adonan telur, tapi harus lebih hati hati agar telur tidak patah. nb jangan menunggu minyak panas karena telur akan langsung mengeras ketika dituang sehingga akan susah dijepit--teruskan menjepit jepit telur hingga telur kokoh dan berbentuk segitiga, balik telur dikedua sisinya hingga matang, tiriskan--ulangi point 3-4 untuk sisa setengah telur yang belum di dadar, tiriskan--potong potong telur, gulingkan ditelur kocok, lalu gulingkan di bahan kering. tekan tekan lembut hingga tepung menempel sempurna di telur dadar--goreng dengan minyak banyak hingga kecoklatan, matikan kompor--telur dadar goreng tepung siap disajikan--",9,idresep4469081-telur-dadar-goreng-tepung,"telur, garam, penyedap rasa, bawang daun, terigu, teri, tepung beras, beras, merica, masako"
semur telur ayam,"12 kilogram telur ayam, rebus kupas--3 lbr daun salam--2 batang serai--2 biji kapulaga--2 biji bunga lawang--2 butir cengkeh--3 cm kayu manis--14 pala--3 cm jahe geprek--3 cm lengkuas geprek--1 sendok teh gula--1 12 sendok teh garam--kecap manis bango 8 sampai 10 sendok makan atau sesuai selera--bumbu halus --8 butir bw merah iris2 goreng 12 matang sebelum dihaluskan--4 butir bw putih--12 sendok teh merica butiran--5 butir kemiri sangrai--haluskan terpisah --1 buah tomat merah--","panaskan 3 sendok makan minyak. tumis bumbu halus sampai harum tambahkan tomat yg telah dihaluskan masak sampai matang--masukan salam,pala, lengkuas,jahe,kayu manis,bunga lawang,cengkeh dan serai. aduk2 sampai tercium aroma wangi rempahnya--masukan 2 - 3 gelas air tunggu sampai mendidih baru tambahkan telur, garam,gula,kecap,penyedap rasa rasa rasa saya pakai kaldu ayam sapi--masak terus sambil sesekali diaduk. sampai kuah agak menyusut. jika ingin berkuah banyak tinggal tambahkan air sesuai selera dan koreksi rasanya--angkat dan siap dihidangkan dg taburan bawang goreng--",6,idresep4467500-semur-telur-ayam,"ayam, telur, daun salam, serai, jahe, lengkuas, gula, garam, kecap, kecap manis, merica, kemiri, tomat"
telur gulung korean roll egg,bahan --5 butir telur--wortel potong halus secukupnya--secukupnya bawang daun--secukupnya garam--secukupnya merica--,"cara membuat  campur dan aduk semua bahan ke dalam mangkuk, lalu panaskan frypan dan minyak secukupnya, tuang adonan sedikit demi sedikit dan gulung,hingga adonan habis--",7,idresep4468433-telur-gulung-korearoll-egg-korean,"telur, wortel, bawang daun, garam, merica"
telur merah dadar,"telur bebek,cabai rawit merah--garam,royko ayam--minyak--","haluskan cabai rawit merah sampai halus,cabai rawitnya secukupnya saja ya!.--setelah halus,buka telur masukkan ke dalam botol lalu kocok--setelah di kocok masukkan ke dalam manci atau wadah. dan masukkan royko rasa ayam,cabai rawit yang sudah di haluskan,garam.--setelah sudah tercampur merata lalu panaskan minyak dan goreng deh.trs telur merah dadar pas pedasbya dan simpel siap di hidangkan.saya memakai telur bebek karena supaya warnnanya merah sekali walaupun cabenya sedikit. selamat mencoba--",1,idresep4467639-telur-merah-dadar-pas-pedasnya-dan-simpel,"telur, cabai, cabai rawit, garam, ayam, minyak"
orak arik telur daging sapi,12 kilogram daging sapi--bawang putih 1 bungkul cincang halus--telur 5 biji kocok beri sedikit garam--minyak wijen--penyedap rasa rasa rasa--,tumis bawang putih sampai harum masukkan daging sapi tumis--masukkan telur yg sudah dikocok lepas aduk2 beri sedikit air--masukkan minyak wijen dan penyedap rasa rasa rasa tunggu agak mengental angkat dan sajikan selamat mencoba --,0,idresep4468264-orak-arik-telur-daging-sapi,"daging sapi, bawang putih, garam, telur, minyak, minyak wijen, penyedap rasa"
