Title,Ingredients,Steps,Loves,URL,Main Ingredients
semur ayam kentang ala mama kirana,"12 ekor ayam--kentang--bumbu halus --bawang putih - bisa di sesuaikan sesuaikan--bawang merah--merica--kemiri--sedikit biji pala--cabai merah kriting, bila suka pedas--sedikit jahe--rempah--daun salam--lengkuas--serai--kapulaga--kulit manis--irisan bawang bombay--irisan tomat--garam--kecap manis--sedikit penyedap rasa rasa rasa rasa rasa rasa rasa--jeruk nipis untuk ayam--",cuci bersih ayam lalu baluri dengan perasan jeruk nipis--cuci lagi ayam dan baluri dengan garam lalu rebus sebentar lalu di goreng--kentang saya goreng bisa di sesuaikan sesuai selera masing²--tips goreng ayam agar hasil nya tdk keras  di goreng hanya sebentar--tumis bawang bombay lalu masukan bumbu halus dan masukkan semua rempah  irisan tomat  kecap manis--setelah bumbu harum masukkan air tunggu gingga mendidih--tambahkan garam  penyedap rasa rasa rasa rasa rasa rasa rasa apabila kurang manis bisa ditambahkan kecap lagi--setelah semua sudah sesuai dgn rasa masukkan kentang goreng  ayam goreng--tunggu kuah hingga menyusut dan kiraa² 5 mnt angkat. dan terakhir saya taburin bawang goreng bisa disesuaikan jg dgn selera masing². selesai--,2,idresep4472563-semur-ayam-kentang-ala-mama-kirana,"ayam, kentang, bawang putih, ikan, bawang merah, merica, kemiri, cabai, cabai merah, peda, jahe, daun salam, lengkuas, serai, bawang bombay, tomat, garam, kecap, kecap manis, penyedap rasa, jeruk nipis"
ayam suwir,300 gram ayam suwir sudah direbusgoreng--5 siung bawang merah--3 siung bawang putih--12 buah tomat--12 sendok teh merica--12 sendok teh terasi--2 buah cabai rawit--2 buah cabai kriting--secukupnya gula--secukupnya garam--secukupnya air--secukupnya penyedap rasa rasa rasa rasa rasa rasa rasa kaldu ayam--2 lembar daun salam--1 jari lengkuas geprek--,"haluskan semua bumbu kecuali tomat, lengkuas, dan daun salam--siapkan wajan untuk menumis bumbu, kemudian tuang sedikit minyak dan tumis bumbu yang sudah dihaluskan ditambah daun salam dan lengkuas--setelah tercium bau bumbu yang ditumis kemudian masukkan tomat yang sudah dipotong potong--kemudian setelab tomat layu masukkan air secukupnya dan rasakan kuahnya kalau belum pas bisa ditambahkan penyedap rasa rasa rasa rasa rasa rasa rasa kaldu ayam--masukkan ayam yang sudah disuwir dan aduk--tunggu sampai meresap dan air berkurang--dan sajikan--",0,idresep4471653-ayam-suwir,"ayam, bawang merah, bawang putih, tomat, merica, terasi, cabai, cabai rawit, gula, garam, kaldu, kaldu ayam, penyedap rasa, daun salam, lengkuas"
ayam goreng tepung,150 gram fillet ayam--5 sendok makan tepung bumbu serbaguna--1 butir telur kocok lepas--garam sck--minya goreng secukupnya untuk menggoreng--,"cuci ayam, tiriskan beri perasan jeruk lemon skip boleh potong ayam bentuk dadu.--koco telur beri secukupnya garam. masukkan ayam yg telah dipotong dadu.--balurkan ke dalam tepung serbaguna.--goreng pada minyak yg panas.--siap disantap--",1,idresep4472498-ayam-goreng-tepung,"ayam, telur, garam"
tulang ayam pedas manis,12 kilogram tulang ayam bersihkan lalu potong--5 buah cabai merah keriting--5 buah cabai rawit tambah jika suka pedas--4 butir bawang merah--2 butir bawang putih--1 ruas kunyit--2 lbr daun salam--1 lbr daun jeruk--1 batang serai geprek--1 ruas jahe geprek--1 butir jeruk nipis--secukupnya kaldu--secukupnya gula--secukupnya kecap manis--500 mililiter air untuk merebus tulang--minyak untuk menumis--,"setelah tulang ayam di bersihkan dan di potong potong lumuri tulang dengan perasan jeruk nipis lalu biarkan--siapkan bumbu yg akan di haluskan bawang merah, bawang putih, cabai, dan kunyit blender hingga halus--siapkan air untuk merebus tulang tambahkan jahe yg sudah di geprek dan daun jeruk ungkep tulang hingga air menyusut--tumis bumbu yg sudah di halus kan tambahkan air secukupnya dan daun salam juga serai geprek, masukan tulang ayam, beri kaldu, gula dan kecap manis secukupnya jgn lupa test rasanya dan biarkan tulang ayam hingga meresap--setelah tulang ayam kuahnya agak sedikit meresap angkat lalu sajikan--bisa untuk teman makan mie ayam lohh moms --",3,idresep4472409-tulang-ayam-pedas-manis,"ayam, cabai, cabai merah, cabai rawit, peda, bawang merah, bawang putih, kunyit, daun salam, daun jeruk, serai, jahe, jeruk nipis, kaldu, gula, kecap, kecap manis, minyak"
ayam penyet rumahan,"1 ekr ayam negri cuci bersih ptng beri air jeruk nipis cuci lagi--1 buah jeruk nipis--bumbu ayam goreng jd,yg bsah. bisa beli di pasar,aku beli 3rb--2 lmbr daun salam--2 lmbr daun jeruk--1 btng sere geprek--garam secukupnya dan penyedap rasa rasa rasa rasa rasa rasa--secukupnya minyak--sambal penyet--20 buah cabai rawit merah--5 buah cabai merah--2 siung bawang p kating--5 buah bawang merah goreng sebentr--penyedap rasa rasa rasa rasa rasa rasa dan sedikit gula--","ungkep ayam bersama bumbu jadi, daun salam, daun jeruk, sere,dan garam,tambah sedikit penyedap rasa rasa rasa rasa rasa rasa apinya kecil ajah ya. lalu tutup--apabila sudah empuk dan matang goreng dalam minyak panas dan banyak sampe warna kuning kecoklatan, angkat--sementara lagi goreng ayam, kita siapkan sambal dulu, uleg semua cabai, dan bawang merah garam,sedikit gula dan penyedap rasa rasa rasa rasa rasa rasa, setelah agak halus kumpulin sambalnya di tengah cobek lalu siram dengan minyak panas bekas goreng ayam tadi lalu uleg lagi supaya rata--masukan ayam goreng ke dalam cobek lalu penyet pake ulegan, siap di hidangkan--selamat mencoba--",3,idresep4472187-ayam-penyet-rumahan,"jeruk nipis, ayam, daun salam, daun jeruk, garam, penyedap rasa, minyak, cabai, cabai rawit, cabai merah, bawang merah, gula"
sop ayam,1 kilogram ayam potong kecil kecil--12 kilogram ceker ayam bersihkan--12 kilogram kentang iris--12 kilogram wortel iris--1 mangkok makaroni rebus--2 batang bawang daun sesuai selera--4 batang daun seledri sesuai selera--bumbu dihaluskan --8 siung bawang merah--5 siung bawang putih--tambahan --1 sendok teh lada halus--secukupnya garam--penyedap rasa rasa rasa rasa rasa rasa rasa bila sun's saya pake gula aja--,"tumis bawang merah dan bawang putih hingga harum--masukkan potongan ayam dan ceker ke tumisan bumbu aduk rata--pindahkan ke panci besar tanbahkan air secukupkan--didihkan sampai ayam dan ceker cukup matang--masukkan kentang dan wortel yang diiris tadi, tunggu sampai lembut--masukkan macaroni yg sudah direbus--taburkan lada bubuk dan garam, tes rasa--terakhir masukkan bawang daun dan daun seledri--siap dihidangkan, taburkan bawang goreng biar tambah maknyuss--",3,idresep4472298-sop-ayam,"ayam, kentang, wortel, bawang daun, daun seledri, seledri, bawang merah, bawang putih, lada, garam, gula, penyedap rasa"
ayam suwir,400 grm dada ayam--3 lembar daun jeruk--4 siung bawang putih--6 siung bawang merah--1 cm jahe--1 cm kunyit--secukupnya garam dan gula--minyak untuk menumis--,"rebus ayam sampai matang dan di suwir suwir.--haluskan bawang putih, bawang merah, jahe, dan kunyit.--panaskan minyak tumis bumbu halus, masukkan daun jeruk masak hingga harum tambahkan air secukupnya.--masukkan ayam masak hingga matang.--",0,idresep4472222-ayam-suwir,"ayam, daun jeruk, bawang putih, bawang merah, jahe, kunyit, gula, garam, minyak"
nugget ayam home made,"14 kilogram ayam d fillet ambil dagingnya aja--1 buah wortel--1 buah bawang daun prei--4 siung bawang putih--8 siung bawang merah--1 sendok teh merica--12 kilogram tapioka--2 telur--garam, penyedap rasa rasa rasa rasa rasa rasa rasa--tepung roti tepung panir--","cuci bersih ayam. setelah itu potong kecil2. masukkan dlm blender. tambahkan 1 telur, bawang pth, bawang merah, merica. air sedikit. lalu blender.--setelah itu parut wortel, ptong kecil2 bawang daun prei--taruh adonan ayam dalam wadah--masukkan wortel, daun prei, tapioka 10 sendok makan. kalau pengen lebih padet bisa tambahkan lagi. sesuai selera--aduk2 ya sampai tercampur rata. tambah i garam, penyedap rasa rasa rasa rasa rasa rasa.--siapkan wadah. tuang adonan ke dalam wadah yg sebelumnya d olesi mentega--kukus d panci pengukusan. kukus 30 - 40 mnt.--setelah matang, keluarkan dr panci. biarkan dingin. lalu keluarkan.--siapkan 1 telur dikocok, tepung panir. potong2 adonan jd kecil2, celupkan ke telur, lalu baluri dg tepung panir.--setelah itu goreng.nugget siap d hidangkan. nugget juga bisa d simpan d dalam freezer ya moms . jadi sewaktu2 bisa langsung goreng.--",6,idresep4472482-nugget-ayam-home-made,"ayam, wortel, bawang daun, bawang putih, bawang merah, merica, telur, garam, penyedap rasa, tepung panir, tepung roti"
ayam koloke,"250 gram ayam fillet, potong-potong--2 sendok makan tepung bumbu serbaguna larutkan dgn 75 mililiter air--pelapis--4 sendok makan terigu--1 sendok makan maizena--bahan saus--1 sendok makan butter  margarin--2 siung bawang putih, cincang halus--1 siung bawang bombay ukuran. kecil iris halus--12 buah wortel potong korek api--12 buah timun buang biji dan iris korek api--1 batang bawang daun potong2--2 buah cabai merah iris serong--3 buah cabai rawit iris serong--3 sendok makan saus tomat--1 sendok makan saus tiram--1 sendok teh minyak wijen--1 sendok teh air lemon  jeruk nipis  cuka masak--250 mililiter air--garam, lada, gula--1 sendok teh maizena larutlan dgn 1 sendok makan air--","marinade ayam dgn tepung bumbu serbaguna yg sudah dilarutkan, aduk  disisihkan.--siapkan bahan pelapis. ambil potongan ayam  balur ke dalam bahan pelapis. goreng dalam minyak panas sampai matang. lakukan sampai habis.--bahan saus lelehkan butter, tumis duo bawang sampai harum. masukkan wortel dan timun, tambahkan air, lalu masak sampai air mendidih. masukkan duo cabai, saus tomat, saus tiram, minyak wijen, garam, gula, lada, air lemon, aduk rata. masukkan larutan maizena, aduk sampai mengental. terakhir masukkan bawang daun, matikan api supaya sayuran tidak over cook.--",3,idresep4472309-ayam-koloke,"ayam, terigu, teri, bawang putih, bawang bombay, wortel, timun, bawang daun, cabai, cabai merah, cabai rawit, tomat, saus tiram, minyak, minyak wijen, jeruk nipis, cuka, garam, lada, gula"
mie tulang ayam,14 kilogram tulang ayam--1 bungkus kecil mie burung dara--5 siung bawang putih--3 siung bawang merah--7 cabai rawit--1 tangkai bawang daun--2 tangkai seledri--1 12 sendok makan merica--2 sendok makan saus cabai--3 sendok makan kecap manis--secukupnya gula dan garam--minyak untuk menumis--,"cuci bersih lalu rebus tulang ayam kurang lebih 10 menit. lalu tiriskan--rebus mie sampai setengah matang. lalu tiriskan--haluskan bawang merah, bawang putih dan cabai rawit--tumis sampai harum bumbu halus dengan irisan seledri dan bawang daun. lalu tambahkan merica, gula dan garam.--masukkan tulang ayam, tunggu sampai bumbu meresap.--masukkan mie, saus dan kecap. lalu tumis sampai bumbu tercampur. tambahkan gula dan garam jika diperlukan.--mie tulang ayam siap dihidangkan.--",1,idresep4472258-mie-tulang-ayam,"ayam, bawang putih, bawang merah, cabai, cabai rawit, bawang daun, seledri, merica, kecap, kecap manis, gula, garam, minyak"
ayam suwir bali bemesere bali,12 kilogram dada ayam rebus dahulu--50 mililiter minyak--bumbu --14 kilogram cabai merah--12 buah tomat--5 buah cabai rawit--secukupnya garam--secukupnya gula merah--1 sendok teh terasi bakar--12 perasan jeruk limau--3 buah daun jeruk purut--,"rebus ayam terlebih dahulu. lalu, di suwir-suwir. saya rebus karna kalau goreng, ayamny akan terasa keras dan kering--ulek halus bumbu, lalu icip2 rasa agar pas--siapkan wajan, masukkan minyak. tunggu sampai panas, tuangkan bumbu--stelah stengah matang, lalu masukan ayam yang sudah disuir.--tunggu sampai agak meresap bumbuny. masukkan perasan limo dan daun jeruk--makanan siap dihidangkan. simple dan enak--",0,idresep4472532-ayam-suir-bali-bemesere-bali,"ayam, minyak, cabai, cabai merah, tomat, cabai rawit, garam, gula, gula merah, terasi, jeruk limau, daun jeruk, jeruk purut"
pindang ayam jadul,12 kilogram ayam--5 butir bawang merah iris halus--10 buah cabai rawit iris halus--2 cm jahe iris halus--1 cm lengkuas iris halus--12 sendok teh kunyit halus--1 sendok teh asam jawa--1 sendok teh terasi bangka panggang--1 buah tomat potong 4--secukupnya daun kemangi megak ada--,"tumis semua bumbu kecuali tomat dengan 2 sendok makan minyak,oseng sampai harum,tambahkan 1 liter air didihkan,kalau sudah mendidih masukkan ayam,tutup, masak sampai ayam matang, setelah ayam matang koreksi rasa,beri taburan tomat dan daun kemangi, sajikan hangat, segerrr abis--selamat mencoba
semoga bermanfaat untuk semua--",0,idresep4472100-pindang-ayam-jadul,"ayam, bawang merah, cabai, cabai rawit, jahe, lengkuas, kunyit, terasi, tomat, daun kemangi"
