Title,Ingredients,Steps,Loves,URL,Main Ingredients
udang saus padang,800 gram udang--secukupnya jahe memarkan--secukupnya lengkuas memarkan--3 sendok makan saus sambal--3 sendok makan saus tiram--1 buah tomat--secukupnya air--secukupnya minyak--garam--gula--bumbu halus--6 siung bawang putih--8 siung bawang merah--6 buah cabai merah besar--10 buah cabai--secukupnya merica--,"haluskan bumbu, tumis di atas wajan dengan minyak secukupnya--masukkan udang, tomat, dan air--beri gula, garam, saus tiram dan sambal, aduk rata, kemudian tes rasanya--",1,idresep4473523-udang-saus-padang,"udang, jahe, lengkuas, saus sambal, saus tiram, tomat, minyak, garam, gula, bawang putih, bawang merah, cabai, cabai merah, merica"
udang goreng mentega,200 gram udang--12 buah bawang bombay--2 buah bawang putih--5 buah bawang merah--4 sendok makan mentega--1 sendok teh saus tiram--1 sendok teh saus pedas--1 sendok teh saus tomat--1 jumput garam--,"bersihkan udang--iris bawang merah, bawang putih dan bawang bombay menjadi bagian yang kecil dan tipis.--siapkan wajan  teflon, nyalakan api kecil, kemudian masukan mentega hingga leleh dan panas.--tumis bawang merah dan bawang putih sebentar saja sekitar 1 menit. lalu masukan bawang bombay. tumis lagi hingga harum.--masukkan udang, garam, saus tiram, saus pedas dan saus tomat. aduk hingga rata--jika sudah matang, angkat dan sajikan --",5,idresep4473297-udang-goreng-mentega,"udang, bawang bombay, bawang putih, bawang merah, mentega, saus tiram, peda, tomat, garam"
udang goreng mentega,12 udang--10 buah cabai hijau--5 siung bawang merah--secukupnya mentega--secukupnya garam--secukupnya penyedap rasa rasa rasa rasa rasa rasa rasa--secukupnya gula--perasan jeruk nipis--,"bersihkan udang dari kulit dan kotoran.--potong cabai dan bawang sesuai selera.--campurkan cabai dan bawang dan perasan jeruk nipis kedalam udang lalu beri garam gula dan penyedap rasa rasa rasa rasa rasa rasa rasa, aduk sampai terserap--panaskan wajan lalu masukan mentega dan sedikit minyak. setelah panas masukan udang yang sudah dicampur dengan bawang dan cabai tadi--aduk sebentar lalu kecilkan api dan tutup wajan sampai air yang ada didalam wajan surut.--setelah air mulai sedikit dan udang sudah merah dan lunak angkat lalu tiriskan.--",1,idresep4472707-udang-goreng-mentega,"udang, cabai, cabai hijau, bawang merah, mentega, garam, penyedap rasa, gula, jeruk nipis"
udang petai balado,"250 gram udang ukuran sedang, kupas, buang kepala dan kulitnya--1 papan petai, buka, bersihkan dr kulitnya, potong mjd 2--4 siung bawang merah--3 siung bawang putih--2 butir kemiri--10 buah cabai merah keriting--garam secukupnyag--secukupnya gula--1 ruas jari lengkuas, bersihkam, geprek--1 lembar daun salam--minyak--1 buah jeruk nipis, belah 2, peras ambil airnya--","tuang perasan air jeruk nipis ke dalam udang yg sudah dibersihkan. beri sedikir garam, aduk2.diamkan sekitar 10menit. sisihkan.--tuang minyak, goreng udang dengan api sedang, aduk2 sebentar sampai udang berubah warna kemerahan dan matang, tiriskan. angkat.--haluskan bawang putih, bawang merah, kemiri, cabai rawit merah. sisihkan--tumis bumbu halus, daun salam dan lengkuas dengan api kecil agar matng dan tidak cepat gosong.--jika sudah tercium bau harum lalu masukan potongan2 petai yg sudah bersih, aduk2 sebentar, koreksi rasa, tambahkan garam dan gula secukupnya. aduk kembali hingga rata--masukan udang yg telah digoreng, aduk rata, angkat. sajikan.--",7,idresep4472637-udang-petai-balado,"udang, petai, bawang merah, bawang putih, kemiri, cabai, cabai merah, garam, gula, lengkuas, daun salam, minyak, jeruk nipis"
bakso udang debm,500 gram udang--1 sendok makan tepung keto--1 butir putih telur--1 sendok makan minyak wijen opsional--3 biji bawang putih--secukupnya garam--3 cube es batu--secukupnya air es--,campurkan smua bahan kecuali air es dalam food procesor.proses sampai bener2 halus--panaskan air dalam panci.bulat2 kan adonan menggunakan sendok lalu rebus sampai matang.--angkat dan rendam dalam air es untuk menghentikan proses pematangan.biar kenyel ga lembek--selamat mencoba--,7,idresep4472434-bakso-udang-debm,"udang, telur, minyak, minyak wijen, bawang putih, garam"
oseng udang pedas ,1 kilogram udang ukuran sedang--5 butir bawang merah rajang--3 butir bawang putih rajang--2 buah tomat segar ukuran sedang iris--20 buah cabai rawit iris sesuai selera--secukupnya lada bubuk--secukupnya kaldu ayam bubuk--secukupnya gula garam--,"udang buang kepala cuci bersih tiriskan kalau mau di kupas bersih monggo rajang bawang, tomat dan cabai.--panaskan wajan tuang 3sdm minyak tumis bumbu rajang hingga harum masukan sedikit air hingga mendidih tuang udang.--masukan rajangan tomat dan cabai taburi gula, garam, lada tes rasa matikan.--selamat mencoba.--",5,idresep4307497-oseng-udang-pedas-f09f8da4f09f8cb6efb88f,"udang, bawang merah, bawang putih, tomat, cabai, cabai rawit, lada, kaldu, kaldu ayam, ayam, gula, garam"
udang goreng tepung,250 gram udang kupas--9 sendok makan terigu--3 sendok makan tepung kanji--12 sendok teh merica--bahan perendam--1 butir telur--12 sendok teh merica--1 siung bawang putih--12 sendok makan saus tiram--secukupnya garam--,"haluskan bawang, merica dan garam.--kocok telur, campur dengan bumbu yang sudah dihaluskan ditambah saus tiram.--masukkan udang ke kocokan telur.--campur terigu, kanji dan merica.--ambil udang dan masukkan ke campuran tepung. lalu celup lagi ke kocokan telur, ualngi masukkan ke tepung sambil ditekan telan dan dicubit-cubit.--goreng udang di minyak yang sudah panas. api sedang. goreng hingga udang tercelup minyak semua. biar irit minyak, saya memakai panci kecil. jadinudang bisa tercelup minyak semua.--sajikan..biasanya untuk mengoreksi rasa, saya goreng udangnya ato tepungnya sedikit dulu, bila kurang asin bisa ditambah garam di kocokan telur.--",6,idresep4471439-udang-goreng-tepung,"udang, terigu, teri, merica, telur, bawang putih, saus tiram, garam"
udang goreng tepung,15 kilogram udang besar--2 bungkus sasa tepung bumbu yg oriental--minyak untu menggoreng--saus sambalcocolan--penyedap rasa rasa rasa rasa rasa rasa rasa--adonan basah--4 sendok tepung bumbu--air es--adonan kering--tepung bumbu--penyedap rasa rasa rasa rasa rasa rasa rasa--,"cuci bersih udang buang kepalakulitnya sisakn ekornya,,belah bagian perutnya lalu bersihkn benang yg terdapat di dlmnya--masukan udang ke dlm adonan basah lalu balur ke adonan kering masukan lg ke adonan basah n balur ke adonan kering lg,lakukan sampai habis.--panaskan minyak agak banyak ya agar terendam,api kecil saja biar matang merata.--udang goreng tepung siap di sajikan.--",1,idresep4472351-udang-goreng-tepung,"udang, sasa, minyak, saus sambal, penyedap rasa"
udang asam manis,12 kilogram udang jerbung--5 siung bawang putih--secukupnya saus tomat--secukupnya saus cabai--1 sendok makan tepung maizena larutkan dg air--2 sendok makan margarin--gula garam dan penyedap rasa rasa rasa rasa rasa rasa--secukupnya minyak--12 bks saori--3 lbr daun salam--5 lbr daun jeruk--1 ruas jahe--1 buah jeruk nipis--,"cuci udang sampai bersih buang bagian kepala udangnya,. belah punggung udang biar bisa mekar pas di tumis lalu kasih air jeruk nipis diamkan 10 menit lalu bilas dgn air bersih--cincang bawang putih,geprek jahe panaskan margarin campur sedikit minyak lalu tumis bawang putih dan jahe sampai harum setelah harum masukan daun salam dan daun jeruk di barengi udang,..aduk sampai udang berubah warna kasih sedikit air--masukan garam penyedap rasa rasa rasa rasa rasa rasa saori dan saus tomat dan saus cabai gula diamkan sampai air hampir hbis setelah hbis larutkan 1 sendok tepung maizena lalu siramkan ke tumisan udang--test rasa kl sekiranya udh cukup rasanya udang asem manis siap di sajikan beserta nasi hangat--",2,idresep4472415-udang-asam-manis,"udang, bawang putih, tomat, cabai, gula, garam, penyedap rasa, minyak, saori, daun salam, daun jeruk, jahe, jeruk nipis"
udang saus telur asin,"500 gram udang, kupas  sisakan ekornya--2 sendok teh air jeruk nipis--14 sendok teh garam--14 sendok teh merica--6 sendok makan tepung maizena--3 butir kuning telur asin, haluskan--50 mililiter air panas--14 sendok teh kaldu, bisa diskip bila dirasa asinnya pas--3 buah bawang putih, cincang halus--14 sendok teh gula--1 batang bawang daun iris halus--secukupnya minyak--2 sendok makan margarin--","lumuri udang dengan air jeruk nipis, garam dan merica. diamkan sekitar 15 menit. taburkan maizena dan balut sampai rata. goreng udang dengan minyak yang banyak hingga matang dan tepung kering. angkat. sisihkan.--larutkan kaldu dalam air panas. sisihkan.--panaskan margarin, tumis bawang putih hingga harum. masukkan kuning telur asin, aduk rata.--masukkan air kaldu dan gula. masak hingga mendidih. masukkan bawang daun. aduk rata sebentar. masukkan udang goreng. aduk cepat sampai udang terbalut rata. matikan api. angkat. sajikan panas--",1,idresep4469593-udang-saus-telur-asin,"udang, jeruk nipis, garam, merica, telur, asin, kaldu, bawang putih, gula, bawang daun, minyak"
udang sawi saori saus tiram,14 udang--bumbu dasar tentunya udh pda tau--bawang merahputih--cabai merah rawit--tomat salam serai--semua bumbu secukupnya diris--,"semua bumbu di iris,lalu tumis ampe harum--masukan udang ke wajan tumisan bumbu sampe matang harum jgn lupa bubuhi kecap saus tiram biar mantap--",5,idresep4471775-udang-sawi-saori-saus-tiramf09f9886f09f9886,"udang, bawang merah, cabai, cabai merah, serai, tomat"
"tumis kacang panjang,udang,tahu",1 ikat kacang panjang saya beli 1000--1 kotak tahu--14 kilogram udang--bumbu halus --2 cabai merah besar--15 cabai merah kecil klo tdak suka pedas bisa dikurangi--5 bawang merah--3 bawang putih--2 butir kemiri--1 buat tomat--2 sendok makan saori saus teriyaki--secukupnya garam--secukupnya gula--secukupnya penyedap rasa rasa rasa rasa rasa rasa rasa--,"cuci bersih udang, buang kepala.--potong tahu kotak2 kecil, lalu goreng setengah matang.--rebus kacang setengah matang.--panaskan minyak, tumis bumbu yang sudah dihaluskan hingga harum, tambahkan sedikit air.--kemudian beri garam,gula,penyedap rasa rasa rasa rasa rasa rasa.saus teriyaki.test rasa.--masukkan kacang, aduk rata. kemudian masukkan tahu,terakhir masukkan udang. aduk2 sampai rata.--biarkan sampai air menyusut dan bumbu meresap.--tumis kacang,udang,tahu siap dihidangkan.--",5,idresep4471581-tumis-kacang-panjangudangtahu,"kacang panjang, tahu, udang, cabai, cabai merah, peda, bawang merah, bawang putih, kemiri, tomat, saus teriyaki, saori, teri, garam, gula, penyedap rasa"
udang goreng saus telur asin,14 kilogram udang kupas--2 butir telur asin--1 bks tepung bumbu--2 buah jeruk nipis--2 buah bawang putih--1 buah bawang daun--1 buah cabai rawit--1 buah cabai besar--kaldu secukupnya--mentega--secukupnya air--,"cuci udang dengan air bersih lalu campurkan udang dengan 2 buah jeruk nipis lalu bilas dengan air lagi agar bau amisnya hilang--goreng udang dengan baluran tepung bumbu hingga matang dan renyah lalu angkat dan tiriskan--kupas 1 butir telur asin hancurkan, lalu tambahkan 1 butir telur asin lagi tetapi hanya kuningnya saja--geprek lalu cincang 2 buah bawang putih, potong cabai miring ataupun sesuai selera, potong juga bawang daun--panaskan mentega lalu tambahkan bawang putih, cabai rawit, cabai besar lalu tumis sampai wangi lalu tambahkan bawang daun--tambahkan air secukupnya aduk lalu tambahkan juga telur asin yang sudah dihaluskan dan kaldu secukupnya bisa juga ditambahkan sedikit gula jika mau tapi saya tidak pakai tunggu sampai air meletup yang artinya matang--masukkan udang yang sudah digoreng aduk sampai saus merata--udang siap disajikan--",6,idresep4471455-udang-goreng-saus-telur-asin,"udang, telur, asin, jeruk nipis, bawang putih, bawang daun, cabai, cabai rawit, kaldu, mentega"
udang sambal petai sangat sederhana,14 kilogram udang--petai 1 keris--minyak secukupnya untuk menumis--sesuai selera gula garam--bumbu halus diblender--7 buah cabai keriting--3 siung bawang putih--4 siung bawang merah--2 buah tomat--12 blok terasi goreng abc--secukupnya air--,"cuci semua bahan dan bumbu.--blender bumbu dengan setengah gelas air.--panaskan minyak dalam wajan.--goreng udang yang sudah dibersihkan.--masukkan petai. masak sampe setengah matang.--masukkan bumbu yang sudah dihaluskan dengan blender.--beri gula garam dan saus tiram.--koreksi rasa, hidangkan dengan nasi panas.--",7,idresep4468455-udang-sambal-petai-sangat-sederhana,"udang, petai, minyak, gula, garam, cabai, bawang putih, bawang merah, tomat, terasi"
udang saus asam manis ,12 kilogram udang ukuran besar--4 butir bawang putih geprek cincang--1 buah bawang bombay iris halus--2 batang bawang daun iris--3 sendok makan saus tomat merk delmonte--2 sendok makan saus tiram--1 sendok teh lada bubuk--secukupnya garam dan gula--secukupnya air--,"bersihkan udang, cuci bersih lalu buang kepala dan cangkang badannya. setelah itu, belah bagian punggungnya buang kotorannya. beri garam dan jeruk nipis. lalu goreng udang di minyak panas sebentar saja, hingga berubah warna kemerahan. angkat dan tiriskan.--siapkan wajan, panaskan minyak. tumis bawang putih cincang dan irisan bawang bombay hingga layu dan harum. setelah itu masukkan saus tomat, saus tiram, lada bubuk, garam dan gula aduk rata. tuangkan air secukupnya aduk2.. lalu koreksi rasa.--bila rasa sudah pas, masukkan udang yg sdh digoreng tadi, aduk rata. biarkan hingga bumbu meresap. terakhir masukkan irisan bawang daun aduk rata. masak sebentar saja,--angkat dan siap disajikan  enakk beut--",57,idresep4469316-udang-saus-asam-manis-f09f8da4,"udang, bawang putih, bawang bombay, bawang daun, tomat, saus tiram, lada, gula, garam"
daun singkong pepes udang tahu praktis," bumbu halus--7 siung bawang merah--5 siung bawang putih--5 cabai merah--4 cabai rawit--1 ruas jahe--1 ruas kencur--1 ruas lengkuas--secukupnya gula, garam, lada-- bahan isi--60 gram daun singkong, rebus--2 kotak tahu putih, lumat--30 gram udang kecil2--2 sendok teh teri nasi--1 butir telur--1 batang serai, iris2--2 lembar daun jeruk, iris2--secukupnya garam dan kaldu--daun pisang--","panaskan wajan, tumis sebentar udang dan teri hingga baunya keluar. sisihkan.--daun singkong yg sudah direbus, peras hingga tidak ada air dan potong2 agar mudah memakannya.--panaskan daun pisang diatas api kompor hingga layu sehingga gampang untuk membungkus dan tidak robek.--campur semua bahan jadi satu dan aduk rata. jangan didiamkan trlalu lama karna bila telur sudah dimasukkan dan didiamkan terlalu lama akan berair--sebelum membungkus, panaskan kukusan yg telah diberi air. lalu ambil daun pisang dan isi dengan adonan yg telah di aduk jadi satu. besar kecilnya ukuran pepes tergantung selera. lalu kukus kurang lebih 10-30 menit tergantung ukuran tiap bungkus atau sampai matang--setelah dikukus, bakar diatas api kompor dan pepes siap disajikan.--",6,idresep4469454-daun-singkong-pepes-udang-tahu-praktis,"bawang merah, bawang putih, cabai, cabai merah, cabai rawit, jahe, lengkuas, gula, garam, lada, daun singkong, tahu, udang, nasi, teri, telur, serai, daun jeruk, kaldu, daun pisang"
udang saus tiram,12 kilogram udang--1 buah wortel dipotong sesuai selera--bumbu saus --1 buah tomat potong sesuai selera--1 cabai merah besarbuang biji dan potong--3 cabai rawit diiris--5 siung bawang putih dicincang--5 siung bawah merah diiris--2 sendok makan saus cabai--1 sendok makan saori saus tiram--bawang daun--secukupnya garam--1 sendok makan tepung meizena larutkan dengan 2 sendok makan air panas--margarin untuk menumis--air--,"bersihkan udang dan pisahkan dari cangkangnya--siapkan penggorengan lalu tumis bawang merah,bawang putih,cabai rawit,cabai merah,tomat dengan margarin sampai harum--masukan wortel dan udang,beri setengah gelas air dan masak hingga udang berubah warna--beri saus cabai dan saus tiram lalu tuangkan tepung meizena yg sudah di larutkan.--setelah matang taburi bawang daun dan koreksi rasa.--",0,idresep4468411-udang-saus-tiram,"udang, wortel, tomat, cabai, cabai merah, cabai rawit, bawang putih, saus tiram, saori, bawang daun, garam"
sambal jeki udang,3 ons jeki alias jengkol--4 ons udang--5 butir bwgmerh--2 siung bawang putih--1 ons cabai merh--1 buah tomat merah yg besar--secukupnya minyk goreng--secukupnya garam--secukupnya gula--,"rendam jengkol semalaman--lalu cuci bersh,potong2,goreng tutup.--udang kupas bersh lalu cuci bersh,lalu kash garam sdkit nperasin jeruk npis lalu goreng--lalu tumis semua bumbu n cabai hingga mtng lalu masukan jeki n udang lalu tes rasa,--angkat sajikan.--",6,idresep4468693-sambal-jeki-udang,"kol, udang, bawang putih, cabai, tomat, garam, gula"
udang goreng tepung sederhana,14 udang segar--tepung bumbu sasa--sedikit bubuk lada--sedikit garam--,"cuci udang yang sudah di siangkan--lumuri udang dengan tepung siap pakai, kemudian beri lada dan garam, diamkan selama 10 menit--panaskan minyak lalu masukkan udangnya, dan goreng hingga kecoklatan. lalu siap di hidangkan di piring saji.--",7,idresep4468456-udang-goreng-tepung-sederhana,"udang, sasa, lada, garam"
siomay ayam udang,"150 gram ayam, blender--150 gram udang cincang kasar--1 butir telur--1 butir bawang putih, blender bersama ayam--1 buah wortel parut, sisihkan sedikit u taburan--1 batang bawang daun--1 sendok makan saus tiram--1 sendok makan minyak wijen--garam--merica--kulit siomay--",campur semua bahan aduk rata.--oles minyak kulit siomay sblm diisi.--beri taburan wortel lalu kukus kukusan yg telah dipanaskan sebelumnya 15 menit api sedang.--,6,idresep4468094-siomay-ayam-udang,"ayam, udang, telur, bawang putih, wortel, bawang daun, saus tiram, minyak, minyak wijen, garam, merica"
sambal goreng udang tahu,250 gram udang windu lepaskan dari cangkangnya dan cuci bersih--1 buah tahu potong dadu goreng setengah matang--12 siung bombay--2 siung bawang putih--3 siung bawang merah--1 buat tomat potong potong--3 buah cabai rawit--1 sendok makan saus tiram--1 sendok makan saus tomat--1 sendok teh lada bubuk--secukupnya gula--secukupnya garam--3 sendok makan kecap manis--1 buah santan instan--,"haluskan bawang merah, bawang putih, cabai rawit tumis hingga harum. masukkan udaang yang sudah bersih. tumis hingga udang berwarna merah.--masukkan air sedikit, tunggu hingga mendidih lalu masukkan tomat dan tahu yang sudah di goreng.--tambahkan gula, lada, garam, says tiram, saus tomat dan kecap. tumis aduk aduk hingga rata.--masukkan santan dan--diamkan sampai 10 menit dan siap disajikan--",6,idresep4468011-sambal-goreng-udang-tahu,"udang, tahu, bawang putih, bawang merah, tomat, cabai, cabai rawit, saus tiram, lada, gula, garam, kecap, kecap manis, santan, santan instan"
