Title,Ingredients,Steps,Loves,URL,Main Ingredients
sayur tahu jengkol,10 buah tahu kuning--14 jengkol--2 bungkus santan instan--garam--kaldu--gula--daun salam--bumbu halus --6 siung bawang merah--5 siung bawang putih--8 buah cabai merah besar--5 butir kemiri--,"bersihkan jengkol dan rebus sampai empuk. jika sudah dingin geprek jengkol agar bumbu meresap.--potong tahu bentuk segitiga dan goreng sampai matang. klo saya cenderung agak kering kecoklatan.--tumis bumbu halus sampai wangi dan matang. masukan daun salam, tahu dan jengkol lalu beri air. biarkan sampai mendidih!!!--berikan santan instan dan garam, kaldu serta gula. biarkan kuah agak menyusut agar bumbu meresap. jangan lupa aduk aduk kuah agar santan tidak pecah. terakhir tes rasa!!! selamat mencoba.--",0,idresep4472978-sayur-tahu-jengkol,"tahu, kol, santan, santan instan, garam, kaldu, gula, daun salam, bawang merah, bawang putih, cabai, cabai merah, kemiri"
sapo tahu no seafood,"2 pcs egg tofu potong2 ketebalan sesuai selera--2 bonggol brokoli sy ukuran.kecil2, siangi, potong perkuntum--1 bonggol bunga kubis sy ukuran.sedang, potong perkuntum--1 bonggol sawi putih sy ukuran.kecil, potong2--1-2 batang wortel iris bulatserong terserah--secukupnya jamur kancing bisa pake jamur kuping, iris2 sesuai selera--1 helai bawang daun iris2--5 butir bakso ayam iris2 bisa pake bakso lainseafooddaging ayam cincang--1 siung bawang bombay ukuran.sedang potong wedges--5 siung bawang putih geprek, cincang-- bumbu --1 sendok makan penuh saus tiram sy saori--12 sendok teh garam menyesuaikan selera--12 sendok teh gula menyesuaikan selera--14 sendok teh kaldu ayam ayam boleh gapake--14 sendok teh lada bubuk--1 sendok makan kecap manis bango kalo sy wajibrutinitas hihihi--secukupnya air kaldu sy pake kuah bakso hihi--","goreng garingsampai berkulit si tofu yaa. sisihkan dulu.--siapkan semua bahan. sayuran dicuci semua. bumbu2 juga dipersiapkan yaa. kalo sy, wortel-brokoli-bunga kubis-jamur kancing sy blansir sbentar rendam air panas bentar, lalu ke air dingin spya lebih cpt ngolahny, warna sayurnya juga segerr yuk memasak..--panaskan margarinminyak scukupny, tumis bawang putih dan bombay hingga layu dan harum--masukkan sawi putih ngga sy blansir, daun bwang, tumis bentar.--masukkan jamur, aduk rata--tuang sesuai selera bbrp sendok sayur air kaldusy kuah bakso. kurang lebih sy 2-3 sendok sayur. didihkan. msukkan sisa sayuran.--bumbui saus tiram, gula garam, lada, kecap, kaldu ayam bila perlu. sampai rasa pas. kalo sy sblumnya dah gurih kena kuah bakso, jd tinggal ngoreksi--masukkan bakso iris, aduk rata--terakhir masukkan tofu. aduk perlahan. masak sampai cukup matang. dah... siap!--sapo tahunya siap dilahaaapp... makan sapo nih enaknya sambil nikmatin hawa sejuk hujan ya moms. mantap, anget2 gurih gitu hihi. selamat makan --",6,idresep4472859-sapo-tahu-no-seafood,"kol, brokoli, kubis, sawi, sawi putih, wortel, jamur, bawang daun, ayam, daging ayam, bakso, bawang bombay, bawang putih, saus tiram, saori, garam, ikan, gula, kaldu, kaldu ayam, lada, kecap, kecap manis"
tahu bulat,20 buah tahu putih--minyak untuk menggoreng--bumbu halus --5 buah bawang putih--12 sendok teh merica--2 12 sendok teh garam--sesuai selera kaldu--,"haluskan tahu dengan garpu.--saring tahu dengan kain berpori halus, peras pelan pelan hingga kadar airnya berkurang banyak. cara menyaring tahu begini sebaiknya sedikit sedikit dan memerasnya jangan terlalu kuat.--setelah airnya di peras,campur tahu dengan bumbu halus, aduk rata. bentuk bulat.--panaskan minyak dengan api sedang. masukan tahu bulat, goreng hingga kuning kecokelatan.sajikan hangat.--",0,idresep4469146-tahu-bulat,"tahu, minyak, bawang putih, merica, garam, kaldu"
tahu kuning lada garam,"1 bj tahu kuning sy pakai merk yongfu--1 bj cabai merah besar--1 bj cabai rawit krg tahan pedas--2 siung bawang putih, rajang--1 siung bawang merah, potong tipis2--secukupnya garam, lada, kaldu jamur--","panaskan minyak di teflon, goreng tahu hingga berubah warna. stlh matang, tiriskan--lalu tuang minyak sedikit di teflon, tumis bawang putih dan bawang merah hingga harum. stlh itu masukkan cabai. masukkan tahu goreng, aduk rata. lalu tambahkan garam, merica dan kaldu jamur. tes rasa. sajikan--",2,idresep4473025-tahu-kuning-lada-garam,"tahu, cabai, cabai merah, cabai rawit, peda, bawang putih, bawang merah, garam, lada, kaldu, jamur, kaldu jamur"
pepes tahu kekinian,2 tahu cina di hancurkan halus dengan garpu boleh menggunakan tahu putih apa saja tdk mesti tahu cina--3 batang bawang daun diiris 1 ruas jari--2 butir telur--daun salam dimasukkan ke dalam tiap adonan pepes ketika membungkus--1 sendok teh gula--1.5 sendok teh garam--1 sendok teh penyedap rasa rasa rasa rasa rasa rasa rasa jika suka--bumbu halus diblender--10 biji cabai rawit jawa--1 terasi abc--5 siung bawang merah--3 siung bawang putih--2 batang serai diiris tipis--2 sendok makan minyak untuk menumis--,"hancurkan tahu dengan garpu lalu masukkan telur dan bawang daun. sisihkan--tumis bumbu halus lalu cicipi sampai rasa sesuai dengan lidah dan selera.. diamkan hingga dingin--campur bumbu matang lalu masukkan ke dalam tahu yg sudah dihaluskan masukkan gula aduk rata. jika rasa sudah sesuai lalu siapkan daun yg sudah dipotong potong rapi siap dipakai untuk membuat pepes tahu--masukkan 1-2 sendok makan adonan tahu ke dalam daun masukkan daun salam 1 lembar lalu sematkan dengan rapi dengan tusuk gigi.. selasaikan adonan hingga habis--setelah air mendidih kukus pepes selama 30 mnt lalu setelah matang sajikan hangat dengan nasi serta makanan sampingan lainnya.--note biasanya saya suka membuat bumbu dasar seperti resep diatas jadi jika saya ingin membuat olahan berbagai macam pepes saya tinggal menggunakan bumbu halus yg sudah ada,--jika ingin membuat pepes ayam tinggal tambahkan jahe yg sudah dihaluskan dan irisan daun jeruk serta irisan tomat jika suka.. tambahkan 2 sendok teh kecap ikan diadonan.--",1,idresep4473070-pepes-tahu-kekinian,"tahu, bawang daun, telur, daun salam, gula, garam, penyedap rasa, cabai, cabai rawit, terasi, bawang merah, bawang putih, serai, minyak"
mung tahu',"1 papan tahu sutera--200 gram ayam--bawang daun--b.putih--2 sendok makan tepung maizena larutkan d air--secukupnya micin jamur, garam, gula, lada--","tumis b.putih cincang, hingga harum. masukan ayam lalu aduk"" sampai berubah warna--potong""tahu sesuai selera, masukan bumbu"" seperti garam, gula, lada, masukan kedalam penggorengan, aduk"" kasih air sedikit masukan t.maizena tunggu sebentar masukn bawang daun, angkt--",4,idresep4424753-mung-tahu,"tahu, ayam, bawang daun, jamur, garam, gula, lada"
sapo tahu brokoli,1 bungkus tahu telur--1 bonggol brokoli--2 buah wortel iris tipis--15 kubis lebih enak pakai sawi putih--1 buah cabai merah besar--4 buah bakso sapi--4 buah bakso ikan optional--2 siung bawang putih--12 bawang bombay--1 ruas jahe geprek--1 sachet saus tiram saori--1 sendok makan kecap asin--1 sendok teh gula--12 sendok teh garam--1 sendok teh lada bubuk--1 sendok makan tepung maizena--1 gelas air putih--minyak--,"cuci sayur dan bahan lainnya, rendam brokoli dalam air panas selama 30 detik--cincang halus bawang putih, iris bawang bombay, bakso, wortel dan cabai merah--potong lalu goreng tahu telur, setelah matang tiriskan--tumis bawang putih, bawang bombay dan jahe sampai harum--masukkan irisan wortel, tumis sebentar lalu tambahkan 1 gelas air--setelah air mendidih dan wortel sedikit layu, masukkan saus tiram, kecap asin, gula, garam, lada--koreksi rasa dan masukkan sisa bahan kubis, cabai merah, brokoli campur rata--diamkan kurang lebih 1 menit. terakhir tambahkan larutan maizena--aduk sampai kuah mengental lalu sajikan--",7,idresep4472685-sapo-tahu-brokoli,"tahu, telur, kol, brokoli, wortel, sawi, sawi putih, kubis, cabai, cabai merah, bakso, ikan, bawang putih, bawang bombay, jahe, saus tiram, saori, kecap, kecap asin, asin, gula, garam, lada, minyak"
tahu isi enak,5 buah tahu dibelah dua--1 buah bengkuang--1 buah wortel--12 bombay iris halus--4 siung bawang putih--150 gram udang cincang--tepung bumbu sajiku--secukupnya garam gula merica--sambal cocolan--2 siung bawang putih--1 buah cabai rawit merah--1 sendok teh saus cabai abc--2 sendok makan perasan air jeruk nipislemon--12 sendok teh gula--sedikit air--,"tunis bombay dan bawang putih sampai harum, masukkan udang kemudian wortel dan bengkuang yang sudah di iris halus. masukkan bumbu penyedap rasa rasa rasa rasa rasa rasa garam gula america secukupnya.--tambah kan air sedikit dan masak sampai matang. sisihkan.--belah 2 tahu dan goreng 12 matang. angkat. sisihkan.--setelah tahu tidak terlalu panas. belah tengah tahu untuk isian. dan isi tahu dengan tumisan wortel dan bengkuang tadi.--buat adonan basah tepung sajiku dengan sedikit air. jangan terlalu kental.--balur tahu dalam adonan tepung kemudian goreng dengan minyak panas.--siap dihidangkan dengan sambal cocolan.--",5,idresep1341253-tahu-isi-enak,"tahu, wortel, bawang putih, udang, merica, gula, garam, cabai, cabai rawit, jeruk nipis"
balado tongkol  tahu,1 buah ikan tongkol sedang iris menjadi 10 bagian--5 buah tahu ukuran lecil--2 lembar daun jeruk--secukupnya gula  garam--bumbu halus --5 buah bawang merah--2 buah bawang putih--10 cabai merah--5 cabai rawit--1 buah tomat--1 buah gula merah ukuran sedang--,"bersihkan tongkol yang sudah di iris. goreng sampai matang.--potong dadu tahu ukuran kecil, goreng hingga kering.--tumis bumbu yang sudah dihaluskan hingga wangi, masukkan daun jeruk, gula dan garam. masukan air secukupnya.--masukkan tongkol  tahu yang sudah digoreng. diamkan hingga mendidih  bumbu meresap.--sajikan dan siap dihidangkan. --",1,idresep4472474-balado-tongkol-tahu,"kol, ikan, tongkol, tahu, daun jeruk, gula, garam, bawang merah, bawang putih, cabai, cabai merah, cabai rawit, tomat, gula merah"
tahu cabai garam,3 potong tahu iris kotak kecil--1 butir telur--secukupnya tepung bumbu serbaguna--2 siung bawang merah--3 siung bawang putih--4 biji cabai rawit sesuai selera--2 batang bawang daun sy pke daun seledri krn cm itu yg ada --,"lumuri tahu dengan kocokan telur kemudian balurkan pada tepung, goreng hingga kuning keemasan lalu tiriskan.--tumis bawang putih, bawang merah dan cabai rawit hingga harum kemudian masukkan tahu yang telah digoreng.--masukkan daun seledri, tambahkan garam, gula dan penyedap rasa rasa rasa rasa rasa rasa, aduk rata.--",0,idresep4472780-tahu-cabai-garam,"tahu, telur, bawang merah, bawang putih, cabai, cabai rawit, bawang daun, daun seledri, seledri"
gurami tahu tauco,1 ekor gurami--1 buah tahu kotak--1 buah jeruk nipis--1 buah bawang bombay--3 siung bawang putih--1 jari jahe--3 buah cabai hijau besar buang biji--2 buah cabai merah besar--5 sendok makan tauco--kecap asin--kecap manis--saus tiram--minyak wijen--1 sendok teh angciu--,balurin gurami dgn jeruk nipis goreng--goreng tahu kotak 2--tumis bawang 2 ngan masukkan tauco--masukkan kecap dll--tambahkan sedikit air--siap disajikan test rasa kurang asin tambah garam ya kl tauconya asin gak usah pake garam lg--,4,idresep4472819-gurame-tahu-tauco,"gurami, tahu, jeruk nipis, bawang bombay, bawang putih, jahe, cabai, cabai hijau, cabai merah, kecap, kecap asin, asin, kecap manis, saus tiram, minyak, minyak wijen"
tahu cabai garam,2 buah tahu putih potong persegi kecil--2 bks kecil tepung bumbu pedas serbaguna mamasuka--14 cangkir air es--2 sendok makan terigu--secukupnya minyak--3 siung bawang putih cincang--2 buah bawang merah cincang--2 sendok makan irisan bawang daun--2 sendok teh garam--1 sendok teh kaldu--1 sendok teh mentega untuk tumis--10 buah cabai rawit merah iris tipis--5 buah cabai rawit hijau iris tipis--,"larutkan 1 bks tepung bumbu 2 sendok makan terigu dengan 14cup air es benar2 dingin..--panaskan minyak sampai benar2 panas,  ukur agar tahu terendam deep fry..--tahu yg sudah di potong di celupkan ke larutan tepung, kemudian gulingkan ke tepung bumbu kering,.--goreng dengan api sedang sampai matang, sisihkanpastikan minyak benar2 panas, agar tahu crispy--goreng cabai-duo bawang  bawang daun sampai kekuningan.. angkat, tiriskan.. tumis dengan 1sdt mentega, tambahkan garam  kaldu.. matikan api.. masukkan tahu  tambahkan garam jika dirasa kurang.. aduk rata. sajikan hangat..--",0,idresep4472764-tahu-cabai-garam,"tahu, peda, terigu, teri, minyak, bawang putih, bawang merah, bawang daun, garam, kaldu, mentega, cabai, cabai rawit"
tumis broccoli tahu jepang dengan saus tiram,"1 bonggol brokoli ukuran besar potong dan cuci--3 pcs tahu jepang potong ketebalan 1.5 cm--2 pcs jamur king oyster iris tebal--5 pcs bakso seafood optional--5 siung bawang putih cincang--1 ruas jahe kupas dan iris halus--garam, lada, gula  vetsin untuk memperkuat rasa--oyster sauce  saus tiram--kecap hitam--tepung maizena  potato starch untuk pengental--","rebus brokoli selama 2-3 menit. angkat dan sisihkan. jangan terlalu lama merebut sayur, karena nanti sayurnya akan menjadi layu, dan vitaminnya akan terbuang.--panaskan wajan, tunggu sampai minyak benar2 panas. baru goreng tahu sampai warnanya kecoklatan. angkat dan sisihkan.--sisihkan di piring.--panaskan wajan kembali. tumis daging  bakso sampai ada gosong2nya sedikit. ingat kata chef gordon ramsay ""no color, no flavour"". hehehe..--setelah itu masukkan bawang putih dan jahe. tumis hingga harum.--masukkan air saya pakai 300 mililiter. tambahkan garam, lada, gula  vetsin, kecap asin hitam, dan saus tiram.--jika rasanya sudah pas. tambahkan maizena  potato starch yg sudah dilarutkan dengan air. aduk sampai konsistensinya kental. saya lebih suka memasak menggunakan potato starch. karena saus menjadi tidsk mudah cair, dibandingkan dgn menggunakan maizena.--setelah itu baru masukkan jamur. tunggu sampai mendidih sebentar. sampai jamur matang. angkat.--tuang saus diatas brokoli dan tahu jepang yg sudah disusun di piring. sajikan.--",6,idresep4472567-tumis-broccoli-tahu-jepang-dengan-saus-tiram,"kol, brokoli, tahu, jamur, bakso, bawang putih, jahe, garam, lada, gula, saus tiram, kecap"
tahu cabai garam,5 buah tahu putih potong kotak atau sesuai selera--tepung bumbu--bahan iris --5 siung bawang putih--1 siung bawang merah--10 buah cabai rawit merahcabe merah--1 batang bawang daun--,"setelah tahu dipotong potong,gulingkan ke tepung bumbu kering kemudian goreng hingga kecoklatan--tumis semua bahan iris dengan sedikit minyak dan api kecil..sampai sedikit kering..tambahkan garam--masukan tahu yg sudah digoreng..aduk rata--",0,idresep4472476-tahu-cabai-garam,"tahu, bawang putih, bawang merah, cabai, cabai rawit, bawang daun"
cah sawi hijau tahu putih,"1 ikat sawi hijau, aku beli 2 rb--3 buah tahu putih potong kotak goreng 12 mateng--3 buah bawang merah iris--2 siung bawang putih cincang--3 buah cabai m dan rawit m iris tipis--minyak gram secukupnya untuk menumis--14 sendok teh gula--kaldu ayam ayam--12 sendok teh saus tiram dan kecap asin--","tumis bawang merah bawang putih, dan cabai. tambahkan sawi,tahu aduk rata. masukan saus tiram, kecap asin dan kaldu ayam gula tambahkan air sedikit, tutup sbentar--aduk rata. angkat, sajikan--",4,idresep4472346-cah-sawi-hijau-tahu-putih,"sawi, sawi hijau, tahu, bawang merah, bawang putih, cabai, minyak, gula, kaldu, kaldu ayam, ayam, saus tiram, kecap, kecap asin, asin"
bakso tahu goreng saus pedas,bahan bakso tahu--8 buah tahu putih--2 siung bawang putih--1 butir telur--1 sendok teh merica--secukupnya kaldu ayam ayam--secukupnya garam--secukupnya gula--3 sendok makan terigu--1 sendok teh baking powder--bahan saus pedas--4 siung bawang putih--4 siung bawang merah--12 bawang bombay--5 buah cabai merah keriting--15 bua cabai rawit--4 sendok makan saus tomat--4 sendok makan saus sambal--1 buah cabai merah iris rencong--1 buah bawang prei--garam--1 sendok makan kecap--secukupnya gula--minyak--secukupnya air--,"hancurkan tahu,peras airnya hingga airnya habis--kemudian masukkan bawang putih halus,tepung telur,merica,gula,kaldu ayam cek rasa ya--kemudian bentuk bulat2 sesuai selera--panaskaninyak goreng bakso tahu hingga kecoklatan.angkat sisihkan--cara membuat saus. haluskan cabeerah dan bawang putih beri garam sedikit hingga halus.--kemudian memarkan cabai rawit atau pecah pecah saja..--panaskan minyak tumis bawang bombay hingga layu masukkan bumbu halus,tumis hingga harum.--kemudian masukkan saus tomat,kecap,saus sambal sedikit air, masak hingga meletup letup masukkan gula cek rasa kemudian masukka bakso tahu irisan cabai merah,bawang daun masak hingga matang--selamat mencoba--",6,idresep4472264-bakso-tahu-goreng-saus-pedas,"tahu, bakso, bawang putih, telur, merica, kaldu, kaldu ayam, ayam, garam, gula, terigu, teri, baking powder, peda, bawang merah, bawang bombay, cabai, cabai merah, cabai rawit, tomat, saus sambal, kecap, minyak"
telur tahu kukus goreng,2 butir telur--3 buah tahu putih--2 tangkai bawang daun--12 buah wortel aku lagi gak ada--1 siung bawang putih--sedikit lada--secukupnya garam--secukupnya penyedap rasa rasa rasa rasa rasa rasa rasa--,"haluskan bawang putih dan lada.--hancurkan tahu dengan garpu.--potong2 bawang daun. wortel diparut dengan parutan keju.--kocok telur dengan garpu, tambahkan bumbu halus, garam dan penyedap rasa rasa rasa rasa rasa rasa rasa.--masukkan tahu, bawang daun dan wortel.--siapkan wadah tahan kukus kedian olesi dengan minyak agar tidak lengket nanti.--masukkan telur ke wadah, kukus selama kurang lebih 15menit.--dinginkan telur, keluarkan dan potong2 sesuai selera.--kocok 1 butir telur.--celupkan potongan telur ke kocokan telur lalu goreng hingga kecoklatan.--angkat.--",6,idresep4472110-telur-tahu-kukus-goreng,"telur, tahu, bawang daun, wortel, bawang putih, lada, garam, penyedap rasa"
