Title,Ingredients,Steps,Loves,URL,Main Ingredients
sarden ikan pindang tempe pedas adam manis,2 ikan pindang ukuran sedangbesar--1 papan tempe kecil iris serong--2 buah cabai keriting--6 cabai rawit--2 siung bawang putih iris--4 siung bawang merah iris--1 sachet saus pedas saya merk abc--1 sendok makan saus tomat--2 sendok teh garam sesuai selera--1 sendok makan gula--2 tangkai bawang daun--1 ruas jahe--1 ruas lengkuas--1 lembar daun salam--1 buah tomat--,"goreng ikan pindang yg sudah diberaihkan durinya dan tempe. lalu sisihkan--tumis irisan bawang putih, bawang merah,cabai, tomat hingga agak layu--tambahkan air hingga hampir mendidih tambahkan saus tomat,saus pedas,gula,garam--masukkan tempe dan ikan oindang yg sudah digoreng sebelumnya.--tes rasa dan tunggu hingga dirasa sudah cukup. lalu sajikan--",4,idresep4472680-sarden-ikan-pindang-tempe-pedas-adam-manis,"ikan, tempe, cabai, cabai rawit, bawang putih, bawang merah, peda, tomat, garam, gula, bawang daun, jahe, lengkuas, daun salam"
tempe isi kekinian,1 papan tempe bulat--14 terigu--garam--gula--merica--ketumbar--bawang daun-- isian tempe--5 buah cabai merah--10 buah cabai hijau--3 buah bawang merah--2 buah bawang putih--,"potong tempe lalu buat lubang di tengah untuk isiannya--ulek cabai,bawang sampai kasar atau halus sesuai selera--siapkan tepung,merica,bawang daun diiris, garam dan aduk sampai rata. lalu beri air secukupnya--masukan hasil ulekan bawang dan cabai kedalam tempe yang sudah dilubangi.--masukan tempe kedalam adonan terigu.--panaskan minyak lalu goreng tempe sampai kecoklatan. lalu tiriskan, tempe pun siap disajikan bersama nasi hangat atau jadi cemilan.--",1,idresep4472038-tempe-isi-kekinian,"tempe, terigu, teri, garam, gula, merica, ketumbar, bawang daun, cabai, cabai merah, cabai hijau, bawang merah, bawang putih"
sayur lodeh tempe semangit bumbu ulek,"1 buah labu siam, potong tipis--1 buah terong ungu, potong kecil--1 ikat kacang panjang, potong-potong--1 papan tempe semangit, potong kasar--1 bungkus santan instan cair--3 lembar daun salam--1 ruas lengkuas, geprek--1.5 sendok makan ebi, seduh, tiriskan--2 buah gula merah, sisir halus--sesuai selera garam dan gula--bumbu halus--5 siung bawang merah--2 siung bawang putih--3 buah cabai merah--","tumis ebi hingga setengah kering. masukkan bumbu halus. tumis hingga harum. tambahkan daun salam dan lengkuas.--masukkan air sesuai selera. tambahkan santan cair. masukkan gula merah, garam, dan gula. aduk rata.--setelah setengah mendidih masukkan kacang panjang dan labu siam. setelah setengah empuk, masukkan terong dan tempe semangit. biarkan hingga mendidih.--matikan api setelah didapat kematangan yg diinginkan. jangan lupa koreksi rasa. sajikan dengan nasi hangat, sambal terasi, dan empal daging.--",6,idresep4471934-sayur-lodeh-tempe-semangit-bumbu-ulek,"labu siam, terong, kacang panjang, tempe, santan, santan instan, daun salam, lengkuas, gula, gula merah, garam, bawang merah, bawang putih, cabai, cabai merah"
tempe mendoan,8 ptg tempe mendoan--10 sendok makan terigu ---3 bawang putih--sndk teh merica stg--sndk teh ketumbar stng--garam sckupnya--2 batang bawang daun--air kira2--,"campurkan terigu dengan air--masukkan bawang daun iris--masukkan bawang putih yang dihaluskan, merica, garam, ketumbar--goreng setengah matang.--",4,idresep4472356-tempe-mendoan,"tempe, terigu, teri, bawang putih, merica, ketumbar, garam, bawang daun"
bacem tempe mentega,2 buah tempe ukuran sedang--bumbu bumbu--4 butir bawang merah--4 siung bawang putih--sedikit ketumbar--2 biji gula merah--2 sm mentega--3 sm kecap manis sedang--sesuai selera penyedap rasa rasa rasa--secukupnya garam--2 lbr daun salam--1 cm lengkuas--600 mililiter air--,"tempe di potong sesuai selera--haluskan bawang merah, bawang putih dan ketumbar.--siapkan wajan, taruh tempe yang sudah dipotong, bumbu halus, gula merah, kecap, garam, penyedap rasa rasa rasa, daun salam dan lengkuas, tambahkan air, kemudian tutup dan rebus dengan api sedang--setelah air rebusan tinggal separo, dibolak balik agar bumbu merata dan koreksi rasa.--setelah air hampir habis masukkan mentega, sambil di bolak balik agar bumbu merata dan tidak gosong--setelah air habis, matikan kompor--bacem tempe siap di sajikan--selamat mencoba dan terima kasih.--",3,idresep4472210-bacem-tempe-mentega,"tempe, bawang merah, bawang putih, ketumbar, gula, gula merah, mentega, kecap, kecap manis, penyedap rasa, garam, daun salam, lengkuas"
sayur tempe mix tahu,14 tempe dari 1 papan--5 buah tahu--2 keris petai--3 buah wortel ukuran sedang--800 mililiter santan--bumbu--4 bawang merah--3 bawang putih--3 cm kunyit--2 cm jahe--2 butir kemiri--12 sendok teh ketumbar--1 sendok makan garam--secukupnya gula--penyedap rasa rasa rasa saya pakai kaldu ayam ayam--bumbu pelengkap--3 cm laja--2 lbr daun salam--3 lbr daun jeruk--minyak untuk menumis bumbu--,"tempe potong kotak, goreng--tahu potong serong, goreng--kupas petai jangan dibelah--kupas wortel, cuci lalu potong dadu kecil--siapkan bumbu, cuci lalu haluskan kecuali laja, daun salam dan daun jeruk. laja geprek aja.--tumis bumbu sampai layu, masukan geprekan laja, daun salam dan daun jeruk. beri sedikit air supaya meresap--masukan santan, biarkan sampai mendidih.--masukan petai, wortel, tempe dan tahu.--masukan gula, penyedap rasa rasa. aduk2, tes rasa--masak sekitar 10 menit.--",5,idresep4367062-sayur-tempe-mix-tahu-alaala-kari,"tempe, tahu, petai, wortel, santan, bawang merah, bawang putih, kunyit, jahe, kemiri, ketumbar, garam, gula, kaldu, kaldu ayam, penyedap rasa, ayam, daun salam, daun jeruk, minyak"
tempe goreng segitiga,tempe secukupnya lalu potong bentuk segitiga--1 sendok makan tepung ayam merk apa saja--1 sendok teh baking powder--bumbu halus--3 siung bawang merah--4 siung bawang putih--sedikit kemiri--iris bawang daun--sedikit kunyit bubuk--secukupnya garam dan penyedap rasa rasa rasa--,"campur bumbu halus dengan air, terigu, tepung ayam, baking powder dan kunyit bubuk, aduk sampai rata--beri secukupnya garam,penyedap rasa rasa rasa dan irisan bawang daun. untuk adonan tidak terlalu encer yaa--panas kan minyak, lalu goreng hingga berwarna kecoklatan--sajikan dengan saus sambal--",6,idresep4471845-tempe-goreng-segitiga,"tempe, ayam, baking powder, bawang merah, bawang putih, kemiri, bawang daun, kunyit, garam, penyedap rasa"
tempe goreng tepung,14 tempe--terigu--ketumbar--garam--kaldu ayam ayam--1 lembar bawang daun--,"potong - potong tempe dahulu dan bawang daun.--siapkan adonan, masukan terigu, garam secukupnya, ketumbar secukupnya, dan kaldu ayam. beri air sedikit aduk rata. kalo aku ga begitu kental adonannya jd aga cair dikit--siapkan minyak yang sudah panas dengan api kecil, masukan tempe keadonan, dan goreng tempe hingga matang tdk terlalu gosong dan tdk terlalu setengah matang--tempe goreng tepung siap untuk cemilan atau dibuat lauk--",4,idresep4472060-tempe-goreng-tepung,"tempe, terigu, teri, ketumbar, garam, kaldu, kaldu ayam, ayam, bawang daun"
tumis tempe jamur,"secukupnya tempe, potong dadu--secukupnya jamur kuping, iris iris--secukupnya jamur enoki--4 buah cabai rawit--2 buah cabai merah--12 buah tomat hijau--","cincang bawang putih dan bawang merah, iris tipis2 cabai, sisihkan--cuci bersih jamur, lalu potong2 sesuai selera, sisihkan--potong dadu tempe, atau sesuai selera ya--tumis bawang sampai harum, setelah itu masukkan cabai aduk2 hingga layu kemudian masukan tomat dan air secukupnya--masukkan jamur dan tempe aduk hingga matang dan beri kecap secukupnya.--tunggu hingga beberapa menit kemudian sajikan--",5,idresep4460391-tumis-tempe-jamur,"tempe, jamur, cabai, cabai rawit, cabai merah, tomat"
nugget tempe,sesuai selera tempe--bawang daun--telur--bumbu halus --ketumbar--merica--bawang putih--bawang merah--garam--penyedap rasa rasa rasa--kemiri--adonan menggoreng--tepung roti--telur--,kukus tempe sampai lunak lalu hancurkan--haluskan bumbu halus--campur bumbu halus dan telur ke adonan tempe yang sudah di hancurkan dan aduk hingga merata--masukan adonan tempe ke plastik sebaiknya pakai daun pisang dan kukus - 30menit--potong sesuai selera--baluri dengan telur lalu tepung roti--lalu goreng dan sajikan--,0,idresep4471518-nugget-tempe,"tempe, bawang daun, telur, ketumbar, merica, bawang putih, bawang merah, garam, penyedap rasa, kemiri, tepung roti"
tumis kacang panjang tempe,"12 ikat kacang panjang potong lalu cuci bersih--2 papan tempe ukuran sedang potong,lalu goreng sebentar--tomat iris--gula secukupnya--garam secukupnya--minyak secukupnya--2 sendok makan ikan teri cuci bersih--bumbu iris --1 buah bawang bombay--2 siung bawang merah--4 siung bawang putih--15 buah cabai rawit bisa dikurangi sesuai selera--5 buah cabai merah kriting--","panaskan minyak lalu tumis bumbu iris sampai layu--lalu masukkan kacang panjang aduk rata--masukkan tempe,tomat,gula,dan garam. cicipi sampai rasanya pas dan sesuai selera. masak sampai matang dan bumbu meresap. angkat lalu sajikan--",19,idresep4471476-tumis-kacang-panjang-tempe,"kacang panjang, tempe, tomat, gula, garam, minyak, ikan, teri, bawang bombay, bawang merah, bawang putih, cabai, cabai rawit, cabai merah"
tempe selimut simple,"tempe rp 2000,---bawang daun rp 500,---tepung racik tempe goreng--tempung maizena--sedikit air--garam--","bikin adonannya terlebih dahulu, siapkan air di mangkok. lalu masukkan tepung maizena, tepung racik tempe goreng jd satu. jgn begitu kental, jgn begitu lembek. jgn lupa kasih garam.. cicipi rasanya sdh pas atau blm--kalau sudah tercampur, cuci bawang daun lalu potong kecil2 dan masukkan ke dalam campuran tepung td.--potong tempe sesuai selera. masukkan tempe ke dalam adonan bumbu td..--goreng hingga warna sedikit ke coklatan--selamat mencoba--",3,idresep1878221-tempe-selimut-simple,"tempe, bawang daun, garam"
kering tempe,1 papan tempe--bumbu --12 siung bawang merah--7 siung bawang putih--1 jempol jahe--10 buah cabai rawit--2 buah cabai keriting--2 buah cabai merah besar--1 blok gula merah--,"tempe potong korek api. goreng sampai kering. tiriskan--haluskan bawang merah, bawang putih, cabai rawit, cabai keriting dan jahe. iris serong cabai merah besar buang bijinya. tumis sampai harum--sisir gula merah. kemudian masukkan ke tumisan bumbu, aduk2 sampai gula merah hancur. tambahkan garam, merica. tumis lagi dan cek rasa--masukkan tempe kering. tambahkan 1 gelas air. aduk2 dan biarkan air menyusut. angkat dan siap dihidangkan--",3,idresep4471279-kering-tempe,"tempe, bawang merah, bawang putih, jahe, cabai, cabai rawit, cabai merah, gula, gula merah"
tempe kecap pedas manis,1 kotak tempe ukuran kecil iris dadu--1 siung bawang putih--1 siung bawang merah--10 cabai rawit harusnya cabai hijau iris bulet--1 butir kemiri--1 ruas jahe--garam--sepucuk sendok makan maizena--12 gelas air--kecap--minyak--,"haluskan kemiri, garam dan geprek jahe. larutkam maizena ke dalam air. iris tipis bawang merah dan bawang putih.--goreng basah sebentar saja tempe. lalu angkat.--tumis bawang merah dan bawang putih sampe harum. masukan cabai. masukan tempe.--masukan bumbu halus ke larutan maizena. aduk. masukan ke tumisan tempe. aduk sampe rata.--tambah kecap secukupnya, hingga warna rata menjadi kecoklatan.--test rasa. done--",5,idresep4471114-tempe-kecap-pedas-manis,"tempe, bawang putih, bawang merah, cabai, cabai hijau, cabai rawit, kemiri, jahe, garam, kecap, minyak"
sandwich tempe jeletot,1 papan tempe--bahan sambal --cabai merah--cabai rawit--cabai rawit merah--1 buah kemiri--3 siung bawang merah--1 siung bawang putih--1 sendok makan gula--secukupnya garam--penyedap rasa rasa rasa optional--secukupnya minyak--bahan celupan --4 sendok makan terigu--tapioka 1 sendok makan kalo saya skip ini--1 sendok teh lada--1 sendok teh garam--bawang putih bubuk secukupnya optional--,"potong tempe memanjang, belah dibagian tengahnya. dipotongnya jangan sampai terputus bagian bawahnya ya bunda sisihkan--panaskan minyak kedalam wajan, lalu goreng semua bahan sambal sampai harum, kemudian angkat--haluskan semua bahan sambal, tambahkan minyak panas sisa goreng tadi, tambahkan garam, gula dan penyedap rasa rasa rasa optional lalu sisihkan--campur semua bahan celupan. tuang air perlahan-lahan. kekentalan adonannya dikira2 ya bunda, jangan terlalu ko ko ko mi koencer juga.--ambil tempe yang sudah diiris, kemudian isi dengan bahan sambal yg sudah dihaluskan. ulangi sampai selesai.--panaskan minyak.--goreng adonan kedalam wajan--cocok dijadikan lauk atau sebagai cemilan--selamat mencoba--",5,idresep4470318-sandwich-tempe-jeletot,"tempe, cabai, cabai merah, cabai rawit, kemiri, bawang merah, bawang putih, gula, garam, penyedap rasa, minyak, terigu, teri, lada"
sambal tempe bosok,12 papan tempe semangit tempe yang terlalu matang--4 butir bawang merah--2 butir bawang putih--1 batang serai--kencur sesuai selera--jahe sesuai selera--5 buah cabai sesuai selera ya. saya sukanya pedas--secukupnya garam--,"potong2 tempe lalu kukus selama kurang lebih 30 menit.--sambil tempe dikukus cuci bersih serai, bawang, cabai, kencur, jahe.--saat tempe matang, ulek tempe dan semua bumbu. tambahkan garam.--sambal tempe bosok siap dihidangkan. paling cocok dinikmati dengan nasi kencur  selamat mencoba--",1,idresep4469322-sambal-tempe-bosok,"tempe, bawang merah, bawang putih, serai, jahe, cabai, peda, garam"
orek tempekacangteri simple,2 genggam kacang tanah--1 buah tempe yg harga 4000--1 genggam ikan teri medan--2 buah bawang merah--1 siung bawang putih--3 buah cabai merah keriting--secukupnya garam--minyak untuk menggoreng--,"potong tempe sebesar korek api dan beri garam secukupnya. iris bawang merah,cabai dan bawang putih.--goreng tempe,kacang tanah dan ikan teri hingga garing--goreng bawang merah dan putih terlebih dahulu,setelah setengah masak masukkan cabai merah dan goreng hingga garing--setelah semua matang tinggal dicampur ya bunda--difoto cuma kelihatan kacangnya krna tempe sama ikan teri ketutupan.--selamat mencoba bunda moga suka.--",2,idresep4469424-orek-tempekacangteri-simple,"kacang tanah, tempe, ikan, teri, bawang merah, bawang putih, cabai, cabai merah, garam, minyak"
oseng teri tempe cabai hijau,1 papan tempe potong dadu kecil--2 papan petai--3 buah cabai hijau besar iris2 serong--6 siung bawang putih iris2 seperti biasa--5 buah cabai merah iris2 serong--5 buah cabai rawit hijau iris2 serong--1 bulat bawang bombay--1 genggam kacang kapri saya potong jadi 2--14 teri asin yang sudah dicuci dan digoreng garing--4 sendok makan minyak--garam 12 sendok teh secukupnya--gula 1sdt secukupnya--sedikit air untuk menumis--secukupnya bumbu penyedap rasa rasa ayam--kecap manis 3 sendok makan atau secukupnya--secukupnya lada--,"tempe dipotong dadu kecil2 lalu digoreng hingga berubah warna kecoklatan. angkat lalu sisihkan di piring lain.--goreng teri hingga garing. hati2 jangan sampai gosong ya. kalau sudah garing lalu angkat dan sisihkan ke piring yang lain juga.--gunakan minyak yang baru untuk menumis bawang bombay dan bawang putih--jika bawang sudah agak kecoklatan warnanya,masukan cabai hijau,rawit hijau dan cabai merah..tumis hingga semua berbau wangi. setelah itu masukan petai, kacang kapri. tumis hingga agak layu sedikit tapi jangan terlalu layu..agar sayurnya masih terasa ada garing2nya jika dimakan.--jika sudah agak layu lalu masukan tempe nya. masukan garam,gula,lada dan kecap manis. tumis hingga bumbu rata. lalu tambahkan sedikit air biar tidak terlalu kering tumisanya. lalu masak dan diamkan sekitar 2 menit supaya airnya agak surut sedikit.--terakhir masukan ikan terinya. teri dimasukan terakhir agak ikan teri yg sudah digoreng garing tidak akan jadi melempem.--sajikan bersama keluarga. selamat menikmati --",0,idresep4469231-oseng-teri-tempe-cabai-hijau,"tempe, petai, cabai, cabai hijau, bawang putih, cabai merah, cabai rawit, bawang bombay, teri, asin, minyak, garam, gula, penyedap rasa, ayam, kecap, kecap manis, lada"
tempe  tahu bacem,tempe 1 papan potong 6--6 tahu putih--12 liter air--2 daun salam--5 sendok makan kecap manis--5 sendok makan gula merah sisir--garam--merica--bumbu halus--5 bawang merah--3 bawang putih--12 sendok teh ketumbar--secukupnya minyak--,"panaskan panciwajan di atas kompor, masukan bahan2 dan bumbu halus. masak sampai bumbu meresap dan surut. aduk perlahan.--setelah bumbu meresap, angkat--panaskan minyak, goreng tempe  tahu bacem sampai kecoklatan--angkat dan sajikan--",5,idresep4469264-tempe-tahu-bacem,"tempe, tahu, daun salam, kecap, kecap manis, gula, gula merah, garam, merica, bawang merah, bawang putih, ketumbar, minyak"
tumis oseng2 tempe,"12 papan tempe pot. dadu--segenggam kacan tanah--i ons teri--10 buah bawang merah--4 buah bawang putih--2 sendok makan cabai giling tuk pewarnanya--3 buah cabai merah keriting--10 buah cabai rawit--3 lbr daun jeruk--kecap--gula,garam--12 buah jeruk nipis airnya--","goreng tempe,teri dan kacang tanah--iris bawang merah,bawang putih,dan cabai-cabean. cabenya sesuai selera ya bun--tumis dgn secukup minyak bumbunya yg diiris tadi,tambahkan daun jeruk dan cabai giling sampe layu--kemudian tambahkn kecap,airjeruk nipis,gula dan garam sesuai selera.. tes rasa--jika sudah pas,masukan tempe,teri dan kacang yg sudah digoreng tadi..aduk2,jadi deh.. ada pedas manisnya gitu--",1,idresep4469034-tumis-oseng2-tempe,"tempe, teri, bawang merah, bawang putih, cabai, cabai merah, cabai rawit, daun jeruk, kecap, gula, garam, jeruk nipis"
orek tempe pedas manis,"12 papan tempe, potong kotak2--2 buah tahu kuning, potong kotak2--minyak u. menumis--1 buah gula merah, iris2--garam--bumbu penyedap rasa rasa blh skip--bumbu halus --3 bawang merah--2 bawang putih--2 cabai merah ukuran. besar--","goreng tempe dan tahu hingga berwarna kecoklatan lalu angkat dan sisihkan--tumis bumbu halus hingga harum lalu masukan gula merah yg diiris tadi aduk hingga merata lalu masukan garam--terakhir masukan tempe dan tahu tadi aduk hingga merata dan sedikit menyusut, jangan lupa koreksi rasa lalu angkat--",7,idresep4468903-orek-tempe-pedas-manis,"tempe, tahu, minyak, gula, gula merah, garam, penyedap rasa, bawang merah, bawang putih, cabai, cabai merah"
tempe goreng sederhana,12 papan tempe--secukupnya terigu--1 batang bawang daun--secukupnya garam--secukupnya air--secukupnya minyak--,"potong tempe sesuai selera, iris bawang daun. sisihkan.--siapkan terigu di wadah lalu masukan garam dan bawang daun, beri air sedikit demi sedikit jgn terlalu encer test rasa.--masukan tempe satu persatu lalu aduk pelan.--tuangkan minyak ke wajan lalu goreng tempe sampai warna kecoklatan. tiriskan.--tempe goreng siap disantap--",7,idresep4468751-tempe-goreng-sederhana,"tempe, terigu, teri, bawang daun, garam, minyak"
sayur tempe gunungkidul,"12 papan tempe, goreng setengah kering--5 buah tahu putih, goreng--10 buah kacang panjang--bumbu--4 siung sedang bawang putih, geprek iris2--6 siung bawang merah, iris2--1 ruas lengkuas--3 lembar daun salam--segenggam cabai keriting hijau, iris serong tipis2--5 buah cabai rawit merah--65 mililiter santan instan--secukupnya garam--sedikit merica--secukupnya air--secukupnya minyak, utk menumis--","tumis duo bawang, duo cabai, daun salam sampai wangi. tambahkan lengkuas. tumis sebentar.--masukkan santan. aduk sebentar. tambahkan air seauai selera.--masukkan tempe, tahu yang sudah digoreng. kemudian kacang panjang.--tambahkan garam dan merica. aduk sampai santan dan bumbu meresap. koreksi rasa.--jangan ndeso siap disantap--hati hati, bisa nambah berpiring2--",0,idresep4467260-jangan-ndeso-alakadarnya-aka-sayur-tempe-gunungkidul,"tempe, tahu, kacang panjang, bawang putih, bawang merah, lengkuas, daun salam, cabai, cabai rawit, santan, santan instan, garam, merica, minyak"
jangan tempe tahu,tahu potong menyerong--tempe potong kotak--petai--udang papay--santan--garam--gula--penyedap rasa rasa--minyak untuk tempe tahu--bumbu halus--3 butir bawang merah--3 butir bawang putih--secukupnya cabai--3 cm kunyit--3 cm jahe--ketumbar--kemiri--terasi--pelengkap--daun salam--daun jeruk--lengkuas--,goreng tempe dan tahu setengah matang--ulek bumbu halus--tumis bumbu halus masukan udang papay dan petai jangan lupa masukan daun salam daun jeruk dan lengkuas yang sudah di geprek--tambahkan air tinggu hingga meresap--jika bumbu sudah meresap masukan tambahan air--masukan gula garam dan penyedap rasa rasa--masukan santan--masukan tempe dan tahu--koreksi rasa jika sudah pas tinggal tunggu mendidih ya--angkat dan sajikan--,4,idresep4467838-jangan-tempe-tahu,"tahu, tempe, petai, udang, santan, garam, gula, penyedap rasa, minyak, bawang merah, bawang putih, cabai, kunyit, jahe, ketumbar, kemiri, terasi, daun salam, daun jeruk, lengkuas"
