Title,Ingredients,Steps,Loves,URL,Main Ingredients
gurame tahu tauco,1 ekor gurame--1 buah tahu kotak--1 buah jeruk nipis--1 buah bawang bombay--3 siung bawang putih--1 jari jahe--3 buah cabai hijau besar buang biji--2 buah cabai merah besar--5 sendok makan tauco--kecap asin--kecap manis--saus tiram--minyak wijen--1 sendok teh angciu--,balurin gurame dgn jeruk nipis goreng--goreng tahu kotak 2--tumis bawang 2 ngan masukkan tauco--masukkan kecap dll--tambahkan sedikit air--siap disajikan test rasa kurang asin tambah garam ya kl tauconya asin gak usah pake garam lg--,4,idresep4472819-gurame-tahu-tauco,"gurami, tahu, bawang bombay, bawang putih, jahe, cabai, cabai hijau, cabai merah, kecap asin, kecap manis, saus tiram, minyak, minyak wijen"
ikan patin,"5 potong ikan patin--1 buah jeruk nipis--1 buah tomat uk. sedang--3 buah cabai hijau keriting boleh lebih--2 buah cabai rawit cengek boleh lebih--1 batang serai geprek--12 ruas lengkuas geprek--bumbu-bumbu dihaluskan--8 siung bawang merah--2 siung bawang putih--5 buah kemiri--1 sendok teh kunyit bubuk--1 buah cabai merah besar--nb jika hoby pedas, tambahkan cabai sesuai selera masing-masing --","cuci bersih dan lumuri ikan dengan garam, perasan jeruk nipis selama 15 menit.--potong dan iris-iris tomat, cabai merah kecil, cabai rawit hijau dan lengkuas geprek.--haluskan bumbu - bumbu seperti bawang merah, bawang putih, kemiri, kunyit, cabai merah besar.--tumis bumbu-bumbu halus serta cabai, serai, lengkuas dan tomat.--kemudian masukkan ikan patin. aduk-aduk rata dan masukkan air 250 mililiter. aduk2 tercampur smw dan diamkan hingga air menyusut bumbu-bumbu meresap. masukkan garam, test rasa.--angkat dan sajikan...--",4,idresep4467693-ikan-patin,"ikan, ikan patin, tomat, cabai, cabai hijau, cabai rawit, serai, lengkuas, bawang merah, bawang putih, kemiri, kunyit, cabai merah"
gulai ikan kakap merah khas padang,"2 ekor ikan kakap merah ukuran agak besar, potong 2--12 papan tempe--bumbu halus --10 siung bawang merah--5 siung bawang putih--4 cm jahe--4 cm kunyit--bahan tambahan --2 sendok makan cabai giling halus--2 lbr daun kunyit--8 lbr daun jeruk--2 btg serai--4 lbr daun salam--4 bh asam kandis--daun ruku ruku segenggam bisa diganti daun kemangi--15 butir rawit merah--200 mililiter santan instan--500 mililiter air--","tumis bumbu halus, cabai giling halus, daun kunyit, daun jeruk, daun salam, serai dan asam kandis.--masukkan santan cair santan instan sebagian besar cairkan dengan air 500 mililiter sisanya di masukkan terakhir, daun ruku ruku dan cabai rawit.--masukkan ikan, tempe, tunggu hingga mendidih kurang lebih 15 menit dengan api kecil.--masukkan sisa santan instan yang masih kental, aduk2 sampai mendidih kembali.--matikan api dan siap di sajikan.--",5,idresep4472347-2-gulai-ikan-kakap-merah-khas-padang,"ikan, ikan kakap merah, ikan kakap, tempe, bawang merah, bawang putih, jahe, kunyit, cabai, daun kunyit, daun jeruk, serai, daun salam, daun kemangi, santan, santan instan"
gurame crispy asam manis,bumbu ikan --1 ekor ikan gurame fillet--1 buah jeruk nipis--1 sendok teh lada bubuk--12 sendok teh garam--1 siung bawang putih--1 pack tepung serbaguna pedas--1 buah telur kocok lepas--saus --1 buah bawang bombay iris--1 buah bawang putih iris--1 buah wortel potong sesuai selera--1 sendok makan saus tiram--5 sendok makan saus tomat--6 sendok makan saus sambal--secukupnya gula--secukupnya garam--secukupnya lada--secukupnya air--,"cuci bersih ikan gurame filletnya--campurkan sampai merata ikan dengan perasan jeruk nipis, bawang putih, garam, lada--diamkan 15-20 menit--siapkan mangkok berisi telur yg sudah di kocok--siapkan tepung serbaguna--bila ikan sudah meresap, ambil ikan tersebut celupkan ke dalam telur lalu baluri dengan tepung serbaguna.--panaskan minyak untuk menggoreng. masukan ikan yg sudah dilumuri tepung, goreng dengan api sedang sampai warna berubah kecoklatan--angkat dan sisihkan dulu--selanjutnya panaskan minyak untuk menumis.--masukkan bawang putih, bawang bombay. masak hingga harum--lalu masukkan saus tiram, saus tomat, saus sambal, air secukupnya. aduk hingga rata--masukkan gula, garam, lada, tes rasanya apakah sudah sesuai.--masukkan wortel hingga matang.--aduk terus supaya tidak gosong--bila sudah matang angkat dan taruh di mangkok.--sajikan ikan dengan dicocol saus asam manisnya atau disiram di atas ikannya--",7,idresep4472654-gurame-crispy-asam-manis-ala-amih-fatih,"ikan, gurami, lada, garam, bawang putih, tepung serbaguna, telur, bawang bombay, wortel, saus tiram, tomat, saus sambal, gula"
balado tongkol  tahu,1 buah ikan tongkol sedang iris menjadi 10 bagian--5 buah tahu ukuran lecil--2 lembar daun jeruk--secukupnya gula  garam--bumbu halus --5 buah bawang merah--2 buah bawang putih--10 cabai merah--5 cabai rawit--1 buah tomat--1 buah gula merah ukuran sedang--,"bersihkan tongkol yang sudah di iris. goreng sampai matang.--potong dadu tahu ukuran kecil, goreng hingga kering.--tumis bumbu yang sudah dihaluskan hingga wangi, masukkan daun jeruk, gula dan garam. masukan air secukupnya.--masukkan tongkol  tahu yang sudah digoreng. diamkan hingga mendidih  bumbu meresap.--sajikan dan siap dihidangkan. --",1,idresep4472474-balado-tongkol-tahu,"kol, ikan, tongkol, ikan tongkol, tahu, daun jeruk, gula, garam, bawang merah, bawang putih, cabai, cabai merah, cabai rawit, tomat, gula merah"
balado ikan sarden,5 ekor ikan sarden--jeruk nipis--secukupnya garam--bumbu balado--15 buah cabai keriting--5 siung bawang merah--1 buah tomat--secukupnya garam  gula  penyedap rasa rasa--,"bersihkan ikan lalu lumuri dengan jeruk nipis dan garam dan biarkan 5 menit sampai garam meresap--goreng ikan sampai garing.lalu tiriskan--untuk membuat bumbu balado. haluskan semua bumbu lalu tumis sampai masak dan keluar minyak.--masukan garam gula dan penyedap rasa rasa lalu koreksi rasa--masukan ikan goreng tadi ke dalam bumbu balado, aduk sebentar lalu tiriskan.--dan jadi ikan sarden balado--",1,idresep4472671-balado-ikan-sarden,"ikan, ikan sarden, sarden, garam, cabai, bawang merah, tomat, gula, penyedap rasa"
ikan nila saus pedas asam manis,1 ekor ikan nila ukuran jumbo--1 ons selada--3 batang buncis di potong panjang--1 buah kentang di bagi 4--12 wortel di potong korek api--bahan saus --1 bawang bombay ukuran kecil--3 siung bawang putih--7 sendok makan saus sambal--5 sendok makan saus tomat--3 sendok makan saus tiram--1 sendok teh garam--1 sendok teh lada  merica--minyak--4 gelas air--,"panas kan minyak--masukkan ikan nila sampai terendam seluruhnya--goreng sampai kecoklatan dan matang--angkat dan tiriskan--rebus kentang wortel dan buncis dengan 3 gelas air dan 12 sendok teh garam--angkat dan tiriskan rebusannya--cara membuat saus --geprek dan cincang bawang putih, iris bawang bombay--tumis bawang putih dan bawang bombay dengan sedikit minyak sampai harum--masukkan saus tomat, saus sambal, dan saus tiram--masukkan segelas air--masukkan 12 sendok teh garam dan ladamerica bubuk--masak hingga mendidih--tata ikan dalam piring sesuai selera, letakkan ikan nila yg sudah di goreng dan siram dengan saus pedas asam manis--selesai--",1,idresep4472502-ikan-nila-saus-pedas-asam-manis,"ikan, ikan nila, lada, selada, buncis, kentang, wortel, bawang bombay, bawang putih, saus sambal, tomat, saus tiram, garam, merica, minyak"
sarden kangkung ,"1 kaleng ikan sardenbotan--1 gengam kangkunng pucuknya saja, cuci bersih--4 siung bawangputihiris--5 siung bwng mrahiris--sesuai selera cabai rawit--1 btng daun bwangiris--1 btng serehgprek--2 ruas jari jahegeprek--2 lbar daun jeruk--secukupnya garam--secukupnya kaldu ayam--secukupnya gula--secukupnya kecap--secukupnya air--minyak untuk menumis bumbu--1 kaleng ikan sardenbotan--1 gengam kangkunng pucuknya saja, cuci bersih--4 siung bawangputihiris--5 siung bwng mrahiris--sesuai selera cabai rawit--1 btng daun bwangiris--1 btng serehgprek--2 ruas jari jahegeprek--2 lbar daun jeruk--secukupnya garam--secukupnya kaldu ayam--secukupnya gula--secukupnya kecap--secukupnya air--minyak untuk menumis bumbu--","tumis semua bumbu sampai harum, masukan ikan sarden, tambahkan air, lalu kaldu ayam,gula,garam,dan kecap, setelah men ddih, masukan kangkunh, masak sampai kangkung matang, tes rasa lalau angkat dan sajikan--nikmat d makan dengan nasi hangat--nikmat d makan dengan nasi hangat--",2,idresep4472300-sarden-kangkung-f09f9898,"ikan, ikan sarden, sarden, cabai, cabai rawit, jahe, daun jeruk, garam, kaldu, kaldu ayam, ayam, gula, minyak"
bandeng presto,"3 kilogram bandeng,bersihkan--bumbu halus --3 ruas jari kunyit--5 buah bawang merah--7 buah bawang putih--1 ruas jahe--12 sendok teh ketumbar--secukupnya garam--bumbu cemplung--2 ruas lengkuas--2 lembar daun salam--1 batang serai--2 lembar daun jeruk--secukupnya air--secukupnya kocokan telur--","susun bandeng dalam panci presto.tambahkan bumbu halus dan bumbu cemplung.tambah kan air secukupnya sampai smua ikan terendam.--masak selama 1,5 jam.dinginkan.potong2 dan goreng dengan balutan telur--",4,idresep4472365-bandeng-presto,"kunyit, bawang merah, bawang putih, jahe, ketumbar, garam, lengkuas, daun salam, serai, daun jeruk, telur"
pesmol ikan kerapu,3 ekor ikan kerapu potong 2--bumbu halus --8 siung bawang merah--4 siung bawang putih--3 cm jahe--3 cm kunyit--6 butir kemiri--bumbu pelengkap --6 lbr daun jeruk--4 lbr daun salam--1 btg serai--lengkuas 3 cm digeprek--cabai rawit 15 bh sesuai selera--1 bh tomat kecil--1 bh wortel kecil--2 btg bawang daun--jeruk nipis 1 butir ambil airnya--air 100 mililiter dapat ditambah jika ingin agak berkuah--garam--gula--,"bersihkan ikan kerapu, beri garam, goreng kering--tumis bumbu halus, daun jeruk, daun salam, serai dan lengkuas sampai harum.--masukkan wortel dan cabai rawit masak sampai wortel dan cabai agak lunak.--masukkan air, air jeruk nipis, garam dan gula. masak sampai mendidih.--masukkan ikan yang sudah di goreng.--masak sampai air agak menyusut, masukkan tomat dan bawang daun. masak sebentar.
angkat dan sajikan --",3,idresep4472263-1-pesmol-ikan-kerapu,"ikan, ikan kerapu, bawang merah, bawang putih, jahe, kunyit, kemiri, daun jeruk, daun salam, serai, lengkuas, cabai, cabai rawit, tomat, wortel, bawang daun, garam, gula"
mujair bumbu pepes,5 bh mujair uk sedang--5 btr bawang merah--2 siung bawang putih--1 cm jahe--2 btr kemiri--1 sendok teh kunyit halus--7 bh cabai rawit--1 lbr daun kunyit sobek sobek--1 bh tomat potong kecil kecil--,"haluskan semua bumbu kecuali kunyit dan daun kunyit,--tumis semua bumbu dengan 4 sendok makan minyak beri air sedikit aduk,biarkan bumbu sampai matang,--bila bumbu sudah matang, masukkan ikan yg sudah dibersihkan,aduk sampai ikan terbalut bumbu, diamkan sesaat, beri tomat dan air 1 gelas masak ikan sampai matang dan kuah mengering dengan membalik 1x, tutup,koreksi rasa, sajikan mujair bumbu pepes hangat ataupun dingin--met mencoba yaa--",1,idresep4472221-mujair-bumbu-pepes,"mujair, bawang merah, bawang putih, jahe, kemiri, kunyit, cabai, cabai rawit, daun kunyit, tomat"
ikan dencis bumbu sarden pedas nyemek-nyemek,"9 ekor ikan dencis sebesar setengah telapak tangan yg digoreng--9 butir telur puyuh yg sudah di rebus--1 ons terong ungu ganti tahukentang di goreng layu--bumbu halus --1 ons cabai merah--15 butir cabai rawit--1 butir kemiri--2 ons tomat merah--7 siung bawang putih--10 siung bawang merah--12 sendok teh merica putih--bumbu yg di iris-iris --1 ons tomat merah--6 butir cabai rawit belah dua--5 buah cabai merah besar--2 ons bawang bombay--1 lembar daun jeruk koyak jadi dua--minyak untuk menumis--200 mililiter air--secukupnya garam--gula diabetasol setengah bungkus opsi,, bisa pake gula biasa--12 sendok makan saus cabai--penyedap rasa opsi--","haluskan semua bumbu halus, sehalus-halusnya. tumis hingga benar-benar tanak.--masukkan ikan dan terong yg sudah di goreng. telur belakangan yaaa!--masukkan bumbu yg diiris, gula, garam, saus, penyedap rasa.--masukkan air serta daun jeruk.--ketika hampir tanak masukkan telur.--setelah tanak, angkat dan sajikan ----",2,idresep4471955-ikan-dencis-bumbu-sarden-pedas-nyemek-nyemek,"ikan, telur, kentang, terong, tahu, cabai, cabai merah, cabai rawit, kemiri, tomat, bawang putih, bawang merah, merica, bawang bombay, daun jeruk, minyak, garam, gula, penyedap rasa"
sambal ikan lele,12 kilogram ikan lele cuci bersih potong jd beberapa bagian--10 buah cabai merah keriting--5 buah cabai rawit--2 buah tomat ukuran sedang--4 siung bw.merah--3 siung bw.putih--2 biji kemiri--1 cm jahe--1 cm terasi bakar--1 bauh jeruk sambal kecil--secukupnya gula merah--garam--sedikit pucuk daun kemangi--,"cuci bersih ikan lele tips biar lele gak licin waktu mencuci tambahkan sedikit air panas dan air utk mencuci agar lendir berkurang potong mjd beberapa bagian.--balut ikan dengan bumbu racik ikan goreng beri sedikit perasan jeruk nipis. klo gaada bisa pake ladagaram--rebus cabai dan tomat hingga layuagar mudah di haluskan. sembari menunggu haluskan bw.merah,bw putih,kemiri,jahe,trasi bakar dan gula merah. lalu haluskan bersama cabai dan tomat yg sudah di rebus. beri irisan jeruk sambal.--goreng lele sampai kering. lalu tiriskan--tumis sambalbumbu yg sudah di haluskan sampai harum dan matang lebih enak pakai minyak bekas menggoreng ikan lele beri sedikit garam, masukan kemangi dan lele yg sudah di goreng.--tes rasa dan sajikan.--",5,idresep4471791-sambal-ikan-lele,"ikan, lele, ikan lele, cabai, cabai merah, cabai rawit, tomat, kemiri, jahe, terasi, gula, gula merah, garam, daun kemangi"
ikan cucut sambal pedas pake petai,"3 ikan cucut ukuran sedang--5 butir petai--2 butir bawang merah--1 butir bawang putih--1 butir tomat--1 lembar daun salam--3 butir cabai keriting--3 butir cabet rawit sesuai selera--garam, penyedap rasa  gula secukup nya--","rendam dahulu ikan cucut kurang lebih sampe 15 menit agar tidak terlalu asin bila d masak--goreng ikan cucut smpe setengah mateng--ulek cabai keriting,cabai rawit,bawang merah,bawang putih, dan tomat sampe halus--tumis bumbu tersebut hingga harum--lalu campurkan garam penyedap rasa gula salam dan petai,bisa d tambah kan air secukup nya--masukan ikan cucut sampe bumbu nya meresap--lalu hidangkan--",5,idresep4471645-ikan-cucut-sambal-pedas-pake-petai,"ikan, ikan cucut, petai, bawang merah, bawang putih, tomat, daun salam, cabai, gula, garam, penyedap rasa"
nila goreng sambal matah,fillet nila--jeruk lemon--bumbu kuning halus--ketumbar--merica--garam--daun jeruk--cabai rawit merah--cabai rawit hijau--bawang merah--minyak--bahan membuat bumbu kuning halus--3 siuang bawang merah--2 siung bawang putih--1 kunyit--,"siapkan nila fillet bisa diganti dengan dorigurame, lumuri dengan perasan jeruk lemon minimal 15 menit.--lumuri dengan bumbu kuning halus, ketumbar, merica dan garam. bila tidak ada bumbu kuning siap pakai, bisa membuat dari bawang merah 3, bawang putih 2, kunyit 1 lalu diblender. diamkan selama 15-30 menit.--goreng ikan hingga matang lalu sisihkan.--iris daun jeruk, serai, cabai rawit merah, cabai rawit hijau, bawang merah. lalu siram menggunakan minyak panas, aduk dgn sedikit ditekan. lalu tuang ke atas ikan. siap disajikan.--",7,idresep4471725-nila-goreng-sambal-matah,"ketumbar, merica, garam, daun jeruk, cabai, cabai rawit, bawang merah, minyak, bawang putih, kunyit"
salmon tetelan teriyaki,"250 gr tetelan salmon mentah--12 bagian jeruk lemon peras airnya, sisihkan dgn buahnya--2 ruas jahe kupas, cuci bersih  digeprek--500 gr jamur kuping cuci bersih  iris tipis--7 batang baby corn cuci bersih  iris tipis--14 bagian paprika hijau cuci bersih  iris tipis--6 cabai rawit cuci bersih  iris kecil-kecil--5 sendok makan kecap manis--1 sendok makan saus tiram saori--3 sendok makan saus teriyaki saori--1 siung bawang bombay kecil cuci bersih  iris tipis--4 butir bawang putih cuci bersih, digeprek  iris tipis--6 butir bawang merah cuci bersih  iris tipis--2 sendok teh garam--2 sendok teh lada putih--14 sendok teh lada--750 mililiter air--1 ruas ibu jari lengkuas kupas, cuci bersih  digeprek--3 sendok makan minyak--","panaskan 500 mililiter air. masukkan air perasan jeruk lemon, buah lemon pasca diperas  12 ruas jahe. biarkan sampai mendidih.--masukkan tetelan salmon, rebus hingga matang  bau amis menghilang sekitar 20-25 menit dengan api sedang. tambahkan 1 sendok teh garam  1 sendok teh lada putih.--matikan kompor, tiriskan salmon yang sudah matang.--panaskan minyak dengan api sedang. tumislah bumbu bawang putih, bawang merah, bawang bombay hingga berbau harum. masukkan paprika hijau  cabai rawit, tumis hingga baunya menyatu.--tambahkan kecap manis,saus teriyaki  saus tiram. masukkan tetelan salmon matang, tumis bersama bumbu hingga berubah warna kecoklatan tanda sudah menyatu dengan bumbu.--masukkan irisan jamur kuping  baby corn, tumis hingga jamur layu  baby corn menyatu dengan bumbu. tambahkan 250 mililiter air, tunggu sampai jamur  baby corn matang.--kecilkan api ketika air sudah makin surut, masukkan 1,5 ruas jahe  1 ruas lengkuas. tambahkan 1 sendok teh garam, 1 sendok teh lada putih  14 sendok teh lada.--matikan api  pindahkaan masakan dari teflon ke piring saji. tetelan salmon teriyaki siap disajikan bersama nasi merah hangat.--",6,idresep4471381-salmon-tetelan-teriyaki,"jahe, jamur, cabai, cabai rawit, kecap manis, saus tiram, saori, saus teriyaki, bawang bombay, bawang putih, bawang merah, garam, lada, lengkuas, minyak"
dadar telur ikan tongkol,1 ikan tongkol--2 butir telur--1 ikat bawang daun--12 sendok teh garam--,"goreng ikan tongkol setengah matang lalu suwir²--potong² bawang daun lalu campur semua kocok jadi satu dalam wadah--goreng sesendok² klo dah kuning keemasan angkat lalu tiriskan, soap disajikan sebagai lauk sayur asem cucok banget--bisa jg langsung digoreng jadi satu pas nanti dipotong² sesuai selera, selamat mencoba moms --",2,idresep4471290-dadar-telur-ikan-tongkol,"kol, ikan, tongkol, ikan tongkol, telur, bawang daun, garam"
lele goreng krenyes no amis,12 kilogram lele sayat sisinya--1 buah jeruk nipis--minyak secukupnya untuk menggoreng lele--bumbu halus--3 siung bawang putih--2 siung bawang merah--1 cm ruas kunyit--1 sendok teh ketumbar--secukupnya garam--,"bersihkan lele dan buang isinya, lalu haluskan bumbu yg ada lalu tambahkan sedikit air--masukkan lele kedalam bumbu lalu tambahkan perasan air jeruk nipis k seluruh bagian lele--diamkan lele -30 menit--panaskan minyak di penggirengan lalu goreng lele hingga bener2 kering--angkat lele lalu tiriskab--siap dihidangkan--",5,idresep4471282-31-lele-goreng-krenyes-no-amis,"lele, minyak, bawang putih, bawang merah, kunyit, ketumbar, garam"
