Title,Ingredients,Steps,Loves,URL,Main Ingredients
gulai kambing pedas keto,500 gram iga kambing--250 gram daging kambing dengan lemak--bumbu halus--3 cm jahe--5 siung bawang putih--10 siung bawang merah--1 sendok makan garan--4 cm kunyit bakar--3 butir cengkeh sangrai--2 buah pekakkembang secangstar anis sangrai--4 butir kapulaga--12 sachet stevia kalo suka--1 st lada bubuk--kemiri sangraigoreng--10 cabai merah keriting--15 cabai rawit setan kalo suka--bahan tambahan--2-3 lembar daun jeruk--1 lembar daun kunyit ikat--2 batang serai--2-3 daun salam--2 sendok makan air asam kandis--1 liter santan cair 12 sachet kara yg 65ml--1 liter santan kental 1.5 sachet kara 65ml--2 liter air--secukupnya minyak--,"rebus daging dan iga kambing dalam 1 liter air kalo mau empuk di presto 30 menit--setelah empuk buang airnya u menghilangkan bau prengus, rebus lagi kambing dalam 1 liter air--sambil menunggu daging kambing mendidih, panaskan minyak secukupnya, tumis bumbu halus, tambahkan daun jeruk, daun kunyit, daun salam  serai masukan ke dalam rebusan daging--setelah mendidih masukan santan cair, aduk2 sampai mendidih lagi biar santan tidak pecah, setelah mendidih dan bumbu meresap masukan santan kental aduk2 jangan sampai santan pecah sampai mendidih.. icip2 rasa tambah asam kandis jika di rasa sudah cukup matikan api--gulai kambing siap di hidangkan, tambah bawang goreng  kecap manis kalo suka tomat  emping  atau sesuai selera--",8,idresep4410626-gulai-kambing-pedas-keto,"iga kambing, daging kambing, jahe, bawang putih, bawang merah, kunyit, lada, kemiri, cabai, cabai merah, cabai rawit, daun jeruk, daun kunyit, serai, daun salam, santan, minyak"
sate kambing maranggi,"1 kilogram daging kambing potong agak besar karena daging mudah empuk--secukupnya tusukan sate--secukupnya kecap manis--14 nanas ukuran kecil atau 18 nanas ukuran sedang--bumbu dihaluskan --8 bawang putih--5 bawang merah--1 sendok makan ketumbar--1 sendok makan gula merah--14 sendok teh garam--bahan sambal kecap --10 bawang merah, potong2 kecil--20 cabai rawit, potong kecil--2 tomat merah besar, potong kotak kecil--1 buah jeruk sambal--secukupnya kecap manis--","parut nanas, kemudian peras dan saring airnya. letakkan di piring ceper. sisihkan.--lumuri daging yg sudah dipotong agak besar sekitar 2x2 dengan bumbu halus dan 2 sendok makan kecap, diamkan sebentar sekitar 2 jam dlm refrigator agar bumbu meresap.--rangkai daging dgn menusuk daging dgn tusukannya--letakkan telapak tangan pada air nanas, tipis2, kemudian tempelkan telapak tangan pd sate, lakukan merata pd semua sate, bolak balik. cukup lakukan sekali agar daging tdk hilang cita rasanya.--panaskan arang utk bakaran sate--bakar sate setengah matang, kemudian balur dgn kecap manis yg dicampur mentega dan bakar lagi hingga matang.--cara membuat sambal kecap  campur semua bahan, tambahkan perasan jeruk sambal.--sajikan sate kambing dgn siraman sambal kecap.--catatan, karena daging mudah empuk, hati2 saat membakarnya agar daging tdk lepas dr tusukannya saat membakar.--",8,idresep3281589-sate-kambing-maranggi,"daging kambing, kecap, kecap manis, bawang putih, bawang merah, ketumbar, gula, gula merah, garam, cabai, cabai rawit, tomat"
soto babat kambing madura,"jeroan kambing babat,usus campur--bumbu halus --bawang putih--bawang merah--merica--bumbu yg di iris --jahe--lengkuas--kunyit--daun jeruk--daun salam dan serai sy gak pake karna lg kehabisan stok--bahan pelengkap --soun--toge--bawang daun dan seledri--bawang putih dan merah goreng--garam dan kaldu ayam sapi--sambal uleg--jeruk nipis--","bersihkan babat dan usus lalu rebus sampai empuk, lalu iris bumbu kemudian jahit pada benang, kemudian kupas bawang--lalu tumis bumbu iris dan bumbu halus--rebus air pada panci--setelah bumbu sudah wangi lalu masukkan babat yg sudah diiris, ini trik saya agar babatnya gak bau--kemudian masukkan bumbu dan babat pada panci yg airnya sudah mendidih lalu kasih garam dan kaldu ayam sapi--tes rasa, kemudian masukkan bawang daun seledri dan bawang goreng--tata nasi lalu soun kemudian toge lalu kuah dan babatnya, siap dihidangkan, oya jangan lupa kasih jeruk nipis dan sambal ulek biar tambah nampoll--",6,idresep4383415-soto-babat-kambing-madura,"jeroan kambing, bawang putih, bawang merah, merica, jahe, lengkuas, kunyit, daun jeruk, serai, daun salam, bawang daun, seledri, garam, kaldu, kaldu ayam, ayam, jeruk nipis"
oseng-oseng tulang kambing pedas,1 kilogram tulang kambing yang sudah di potong kecil--2 siung bawang putih--5 siung bawang merah--14 cendok teh lada putih--8 buah cabai rawit atau sesuai selera--minyak--kecap manis--garam--,"rebus tulang yang sudah di potong kecil selama 20mnt,sambil menunggu daging di tulang lunak,kita siapkan bumbunya--bawang merah,bawang putih,cabai di haluskan setelah bumbu halus dan daging dalam tulang lunak kita sangrai bumbu yang sudah halus supaya menambah aroma,terus masukan tulang yang sudah di rebus aduk supaya bumbu merata,terus tuangkan kecap secukupnya--setelah masak kita sajikan di atas piring lebar lalu taburi denga lada bubuk,selamat mencoba dan selamat menikmati--",2,idresep4377616-oseng-oseng-tulang-kambing-pedas,"tulang kambing, bawang putih, bawang merah, lada, cabai, cabai rawit, minyak, kecap, kecap manis, garam"
tongseng kambing,1 kilogram daging kambing muda--12 buah kubis--2 bungkus santan instan ukuran kecil 65ml--500 mililiter air panas--bumbu merebus daging--4 lembar daun salam--secukupnya air--bumbu halus--12 siung bawang merah--6 siung bawang putih--12 buah cabai merah--12 buah cabai rawit sesuai selera--1 sendok teh merica--1 sendok teh ketumbar--3 buah kemiri--1 ruas jari jahe--1 ruas jari kunyit--bumbu lainnya --2 ruas jari lengkuas--3 batang serai memarkan--3 lembar daun salam--3 lembar daun jeruk--secukupnya garam--4 sendok makan kecap manis--sedikit gula--10 sendok makan minyak untuk menumis--12 lada bubuk sebagai kolerasi rasa--bumbu pelengkap--5 siung bawang merah iris tipis goreng--10 buah cabai rawit potong2--2 buah tomat potong menyisir--,"jangan mencuci daging agar tidak mau, potong2 daging kambing berbentuk dadu atau ukuran sesuai selera. daging langsung direbus menggunakan air dan daun salam hingga empuk. bisa juga di tambah kan bawang merah. bawang putih. garam sesuai selera. buang air bekas rebusan. lalu tiriskan daging--cuci dan kupas semua bahan--sangrai ketumbar. kemiri. kunyit--haluskan bawang merah. bawang putih. cabai merah. cabai rawit. jahe. kunyit. kemiri. merica dan ketumbar--potong2 kubis seperti potongan untuk sayur sup--potong potong bahan pelengkap cabai dan tomat. goreng juga bawang merah yang di iris tipis pada minyak--panaskan minyak, tumis bumbu halus, lengkuas, serai, daun salam dan daun jeruk. tumis hingga harum--masukkan daging kambing, tumis hingga bumbu tercampur rata--masukkan air panas, aduk2, biarkan air berkurang kurang lebih 13 bagian. kemudian masukkan santan dan kecap. lalu aduk hingga rata--masukkan kubis, tomat dan potongan cabai. rebus sambil d aduk hingga kubis agak layu--masukkan garam dan gula koreksi rasa--matikan api.--tongseng kambing siap di hidangkan--jangan lupa tambahkan bawang yg sudah d goreng tadi--tips. agar daging kambing lebih cepat empuk baluri daging parutan nanas. diamkan selama 5 sampai 15 menit--",2,idresep4372973-tongseng-kambing,"daging kambing, kubis, santan, santan instan, daun salam, bawang merah, bawang putih, cabai, cabai merah, cabai rawit, merica, ketumbar, kemiri, jahe, kunyit, lengkuas, serai, daun jeruk, garam, kecap, kecap manis, gula, minyak, lada, kol, tomat"
gulai kambing,"12 kilogram daging kambing, potong ukurannya sesuai selera--secukupnya air untuk merebus pertama--air untuk rebusan kedua--250 mililiter santan kental--2 sendok makan minyak untuk menumis--bumbu- bumbu--8 butir bawang merah--6 butir bawang putih--3 butir kemiri--1 sendok teh ketumbar--12 sendok teh jinten--1 sendok teh merica--1 ruas jahe--1 sendok makan cabai giling--2 batang serai keprek--1 ruas lengkuas--3 cm kayu manis--2 lembar daun salam--3 lembar daun jeruk--3 buah cengkeh--2 buah kapulaga--3 buah cabai merah iris--1 buah tomat belah 4--secukupnya bawang daun dipotong--1 sendok makan garam--secukupnya bumbu penyedap rasa rasa rasa rasa rasa rasa--","pertama cuci daging kambing hingga bersih. lalu masukkan daging kambing ke dalam panci berisi air. masukkan serai, jahe, daun jeruk. lalu masak sampai mendidih. sekitar 15 menit. lalu buang air rebusan pertama. rebus kembali daging dengan air baru sampai setengah matang.--setelah itu haluskan bumbu bawang merah, putih, ketumbar, jinten, jahe, kemiri, cabai, merica.--lalu bumbu halus ditumis dengan minyak. masukkan lengkuas, serai, cengkeh, kayu manis, daun jeruk, dan daun salam.--setelah daging kambing setengah masak, masukkan bumbu tumis ke dalam panci daging. masak sampai daging matang. setelah daging matang, masukkan santan kental secukupnya. masukkan tomat dan didihkan kembali sampai santan masak. koreksi rasa apakah garam sudah cukup. masukkan potongan bawang daun--gulai kambing sudah siap dihidangkan dengan taburan bawang merah goreng.--gulai kambing sudah siap dihidangkan dengan taburan bawang merah goreng.--",9,idresep2375123-gulai-kambing,"daging kambing, santan, minyak, bawang merah, bawang putih, kemiri, ketumbar, merica, jahe, cabai, serai, lengkuas, daun salam, daun jeruk, cabai merah, tomat, bawang daun, garam, penyedap rasa"
oseng kambing kecap asam manis simple,"14 kilogram daging kambing,potong sesuai selera--5 siung bawang merah--2 siung bawang putih--secukupnya kecap manis--secukupnya gula merah--secukupnya garam--secukupnya asam kanji--2 gelas air--secukupnya cabai rawit jika suka--","haluskan bawang merah,bawang putih, cabai bila suka pedas,asam kanji.--aduk bersama kambing dan biarkan hingga bumbu meresap--panaskan minyak lalu masukan kambing yang sudah dibumbui,ungkep hingga stengah matang--tuang air, kecap, garam dan gula.aduk dan terus masak hingga matang--",2,idresep4352529-oseng-kambing-kecap-asam-manis-simple,"daging kambing, bawang merah, bawang putih, kecap, kecap manis, gula, gula merah, garam, cabai, cabai rawit"
tongseng kambing,12 kilogram daging kambing campur tulang--secukupnya minyak untuk menumis--1 liter air--500 mililiter santan--3 lbr daun jeruk--2 lbr daun salam--1 buah serai memarkan--34 bungkus bumbu gulai siap pakai--secukupnya kecap manis--haluskan --1 sendok makan ketumbar sangrai--5 siung bawang merah--3 siung bawang putih--12 sendok teh garam--secukupnya merica butiran--pelengkap--bawang daun--kubis--tomat--bawang merah goreng--,"panaskan minyak, tumis bumbu halus, bumbu gulai, salam, serai, daun jeruk. masukkan daging kambing, aduk. beri air, masak sampai empuk. tambah santan, kecap, masak sampai matang.--menjelang matang masukkan kubis dan tomat. tutup wajan sebentar saja. angkat.--",12,idresep4346766-tongseng-kambing,"daging kambing, minyak, santan, daun jeruk, daun salam, serai, gula, kecap, kecap manis, ketumbar, bawang merah, bawang putih, garam, merica, bawang daun, kubis, tomat"
tongseng kambing enak,"400 gram daging kambing--daun salam--2 cm lengkuas--2 batang serai--3 bungkus kara santan, encerkan dengan 700ml air--bumbu halus--5 siung bawah merah--4 siung bawang putih--1 ruas kunyit, dibakar--3 kemiri, sangrai--1 sendok teh ketumbar--12 sendok teh lada--2 cm jahe--bumbu tumis --2 siung bawang merah, iris--3 siung bawang putih, geprek--20 buah cabai rawit merah, iris tergantung selera pedasnya--kecap sesuai selera manisnya--3 tomat hijau 1 tomat merah--garam--","didihkan air, lalu rebus daging kambing dengan daun salam sampai empuk, tidak pakai presto - 60 menit. setelah empuk, angkat, potong-potong,--rebus santan, bumbu halus, lengkuas, serai, daun salam, jangan sampai pecah santan, setelah mendidih, sisihkan.--tumis bawang merah, putih, cabai rawit, dan daging, sampai harum--beri garam, sedikit lada, lalu masukan kecap, masukan kuah santan, cocokan rasa.--masak hingga kuah mengental, 3 menit sebelum diangkat masukan tomat, nikmati dengan nasi hangat dan acar bawang.--",7,idresep4308246-tongseng-kambing-enak,"daging kambing, daun salam, lengkuas, serai, santan, bawang putih, kunyit, kemiri, ketumbar, lada, jahe, bawang merah, cabai, cabai rawit, peda, kecap, tomat, garam"
balado kentang dan hati kambing,hati kambing--2 buah kentang--sambal balado--4 cabai merah--6 cabai rawit--4 siung bawang merah--1 siuang bawang putih--1 buah tomat ukuran besar--daun salam--,"kukus hati kambing terlebih dahulu, lalu d goreng--kupas kentang potong sesuai selera bersihkan dan goreng--blender bahan untuk sambal balado--tumis sambal balado sampai mengeluarkan minyak masukan hati dan kentang.tambahkan garam dan gula.selesai--",0,idresep4300856-balado-kentang-dan-hati-kambing,"ati kambing, hati kambing, kentang, cabai, cabai merah, cabai rawit, bawang merah, bawang putih, tomat, daun salam"
tongseng kambing ala mey,"14 kilogram daging kambing, iris tipis--bumbu uleg --3 buah bawang putih--1 buah kemiri--1 sendok teh ketumbar--10 buah cabai kriting merah--secukupnya garam, gula  kecap manis--3 lbr kubis, iris--1 batang bawang daun, iris--3 sendok makan minyak--3 gelas air--","tumis bumbu uleg, sampai harum dan benar2 mateng--masukkan irisan daging kambing, aduk rata, tambah air, tutup, masak sampai daging matang dan lembut--masukkan garam, gula  kecap manis, aduk, biarkan sampai kuah menyusut  kental--terakhir masukkan kubis  bawang daun, aduk rata, masak sebentar, lalu matikan api--sajikan--",9,idresep4281226-tongseng-kambing-ala-mey,"daging kambing, bawang putih, kemiri, ketumbar, cabai, garam, gula, kecap, kecap manis, kubis, bawang daun, minyak"
kambing goreng simple with kecap cabai,secukupnya daging kambing potong dadu kayak sate saya -200gr--2 sendok teh bawang putih bubukbisa bawang putih biasa di geprek--2 sendok teh garamsuami suka asingaram disesuaikan rada asin gpp ya--secukupnya merica halus--bumbu kecap--kecap--cabai rawit--bawang goreng--,"godok air dalam panci sampai mendidih masukan daging dan bumbu semua--godok sampai air sathabissampai daging benar2 empuk ya..masak dgn api kecil aja biar cpt empuk dan ga alot--setelah daging empuk airnya habis masukan minyak sy td 2-3 sendok makan--aduk sebentar sampai harum..--matikan kompor--siapakan kecap,cabai rawit iris,sedikit bawang goreng aduk rata--masukan daging tadi kedalam kecap cabai..siap hidangkan--rasa nya kayak sate gt hehe enak simple selamat mencoba--",4,idresep4280007-kambing-goreng-simple-with-kecap-cabai,"daging kambing, bawang putih, garam, ikan, asin, merica, kecap, cabai, cabai rawit"
nasi goreng kari kambing,250 gram daging kambing potong kecil-kecil--2 porsi nasi--5 siung bawang merah--3 siung bawang putih--sesuai selera cabai rawit--1 batang wortel kecil potong dadu--1 batang bawang daun--1 sendok makan bubuk kari--12 sendok teh merica--1 pucuk sendok teh pala bubuk--secukupnya kecap manis--secukupnya garam--minyak--,"iris tipis bawang merah putih, cabai rawit--tumis bumbu iris, masukkan wortel, lalu daging kambing sampai daging berubah warna--masukkan nasi, aduk rata..--tambahkan garam, merica, lada.. aduk rata.--tambah kecap manis, aduk rata.--koreksi rata--terakhir masukkan irisan bawang daun aduk rata..sampai daun agak layu--siap di hidangkan!!--",1,idresep4224045-nasi-goreng-kari-kambing,"daging kambing, nasi, bawang merah, bawang putih, cabai, cabai rawit, wortel, bawang daun, merica, kecap, kecap manis, garam, minyak"
sop kambing,12 kilogram daging kambing--2 buah wortel ukuran sedang potong--2 batang bawang daun potong--2 batang daun seledri biarkan utuh--12 buah tomat potong2--bumbu --2 siung bawang putih iris tipis--4 siung bawang merah iris tipis--13 buah biji pala geprek--2 cm kayu manis geprek--2 buah kapulaga putih--12 sendok teh lada bubuk--kaldu sapi bubuk kaldu ayam--secukupnya garam--pelengkap --bawang goreng--jeruk nipis--sambal--,"masukan daging kambing tanpa dicuci kedalam air yg sdh mendidih. rebus sampai keluar buih--angkat dan ganti air nya dgn air yang baru. lanjutkan merebus hingga daging lunak.lalu angkat daging dan potong2 sesuai selera.lalu masukan lagi kedalam panci--sambil menunggu daging lunak, tumis duo bawang hingga harum--masukan tumisan bawang kedalam panci. tambahkan biji pala, kapulaga, kayu manis, lada bubuk. lalu beri kaldu dan garam--masukan juga wortel, jika wortel sdh empuk,,,,masukan bawang daun seledri dan tomat--koreksi rasa--untuk sambalnya,,,,rebus cabai rawit lalu uleg.--hidangkan sop kambing bersama pelengkap bawang goreng, perasan jeruk nipis dan sambal--selamat mencoba --",7,idresep4269099-sop-kambing,"daging kambing, wortel, bawang daun, daun seledri, seledri, tomat, bawang putih, bawang merah, lada, kaldu, kaldu ayam, ayam, garam, jeruk nipis"
sup kambing akar teratai,"1 batang akar teratai, iris-- rebus sampai empuk, buang airnya --1 kilogram daging kambing, potong sy bagian paha--1.5 liter air--2 sendok makan garam--12 telapak jahe, iris tipis-- kuah sup --1.5 liter air--8 buah cengkeh--5 siung garlic, geprek--3 buah bunga lawang--3 buah cardamomkapulaga hijau--2 jempol jahe, iris--1 batang kayu manis--1 buah pala, geprek--12 sendok teh jinten--1.5-2 sendok makan garam--12 sendok makan kaldu--12 sendok makan merica-- pelengkap --6 batang seledri, iris--1 buah lemon, iris untuk kucuran, bikin kuah jadi seger--","masak semua bahan kuah hingga mendidih, tambahkan daging, masak hingga empuk, baru masukkan akar lotus, hingga matang.--matikan api, masukkan seledri. hidangkan dengan perasan jeruk lemon. segaar.--sup kambing bumbu rempah  akar lotus siap di santap.--",5,idresep4251239-sup-kambing-akar-teratai,"daging kambing, garam, jahe, kaldu, merica, seledri"
