Title,Ingredients,Steps,Loves,URL,Main Ingredients
orak arik telur daging sapi,12 kilogram daging sapi--bawang putih 1 bungkul cincang halus--telur 5 biji kocok beri sedikit garam--minyak wijen--penyedap rasa rasa--,tumis bawang putih sampai harum masukkan daging sapi tumis--masukkan telur yg sudah dikocok lepas aduk2 beri sedikit air--masukkan minyak wijen dan penyedap rasa rasa tunggu agak mengental angkat dan sajikan selamat mencoba --,0,idresep4468264-orak-arik-telur-daging-sapi,"daging sapi, bawang putih, garam, telur, minyak, minyak wijen, penyedap rasa"
se'i sapi khas kupang,"1 daging se'i sapi--2 siung bawang merah--4 siung bawang putih--14 bawang bombay--13 buah cabai rawit sesuai selera--2 buah cabai merah keriting sesuai selera--1 ikat kecil kemangi, siangi--12 buah tomat--secukupnya lada bubuk--secukupnya saus tiram--secukupnya kecap manis--sedikit minyak--secukupnya garam--secukupnya gula--secukupnya air--","iris daging se'i sapi nya tipis-tipis atau sesuai selera--iris tipis bawang merah, bawang putih, bawang bombay, cabai, dan tomat.--tumis bawang merah, bawang putih, dan bawang bombay, sampai harum.--masukkan cabai, setelah matang masukkan tomat--bisa beri sedikit air, biarkan sampai bumbu matang dan air mendidih dan menyusut. ini bisa di skip bila tidak ingin ada airnya--masukkan daging se'i sapi nya, tambahkan lada bubuk, gula, garam, saus tiram, dan kecap manis. aduk rata--masak se'i sebentar saja 5 menitan agar daging tidak keras. masukkan daun kemangi. aduk rata--tes rasa--siap di sajikan--",1,idresep4468042-sei-sapi-khas-kupang,"bawang merah, bawang putih, bawang bombay, cabai, cabai rawit, cabai merah, tomat, lada, saus tiram, kecap manis, minyak, garam, gula"
beef steak saus jamur,14 kilogram daging sapi--14 kentang--7 buah buncis--2 buah wortel--marinated--secukupnya merica--secukupny lada--bikin saus steakny--2 sendok makan mentega--1 ons jamur kancing--1 buah bawang bombay--4 sendok makan saus tiram--secukupnya penyedap rasa rasa--secukupnya gula--1 sendok teh tepung maizena--secukupnya garam--,"cuci bersih daging sapi, lalu iris iris menjadi beberapa bagian tergantung selera, lalu marinated daging sapi, diam kn bberapa menit sampai bumbu meresap.--rebus sayuran wortel dan buncis.--goreng kentang di lumuri terigu  bisa juga d rebus yah bunda--masak daging sapi bisa d bakar, bisa juga pakai teflon anti lengket yah bunda, sampai berubah warna dan kelihatan matang--bikin saus ny  panaskan wajan lalu cairkan mentega, tumis bawang bombay hingga harum lalu masukan potongan jamur aduk rata hingga layu, masukan saus tiram, aduk rata lalu beri sedikit air masak hingga mendidih, tambahkan gula, garam dan penyedap rasa rasa sesuai selera yah bunda aduk sampai merata, masukan tepung maizena yang telah di larutkan, aduk hingga rata masak hingga mengental.--lalu sajikan daging sapi di atas piring beserta sayuran dan kentangny siram dengan saus jamur ny dan beef steak saus jamur siap disajikan--selamat mencoba bunda--",6,idresep4433229-beef-steak-saus-jamur,"daging sapi, kentang, buncis, wortel, merica, lada, mentega, jamur, bawang bombay, saus tiram, penyedap rasa, gula, garam"
tumis daging sapi,"500 gr daging sapi--1 bh bawang bombay--1 siung bawang putih--1 ruas jahe--5 bh cabai ijo besar--5 bh cabai ijo keriting--1 sendok makan saus tiram--12 sendok teh garam, gula, merica--saus marinasi--2 sendok makan kecap manis--1 sendok makan kecap asin--1 sendok makan minyak wijen--","rendam daging dalam kecap manis, kecap asin dan minyak wijen.--diamkan dalam kulkas minimal 1jam, lebih lama lebih enak.--iris serong cabai. geprek jahe. cincang halus bawang putih. potong besar bawang bombay.--panaskan minyak tumis bawang putih dan bawang bombay sampai harum kemudian masukkan jahe dan cabai ijo.--kemudian masukkan daging yg sudah dimarinasi beserta seluruh sausnya. aduk rata.--tambahkan saus tiram. aduk rata.--lalu bubuhkan garam, gula dan merica.--beri secukupnya air supaya daging matang sempurna dan empuk serta tidak gosong.--masak sampai kuah berkurang sesuai selera. koreksi rasa.--tumis daging sapi siap dihidangkan untuk makan siang bersama keluarga tercinta. --",22,idresep4466890-tumis-daging-sapi,"daging sapi, bawang bombay, bawang putih, jahe, cabai, saus tiram, merica, gula, garam, nasi, kecap manis, kecap asin, minyak, minyak wijen"
bola-bola kornet sapi,1 kaleng kornet sapi merk kornetku--1 sachet tepung bakwan pake 12 nya--minyak--,campur satu kaleng kornet dengan tepung setengahnya aduk rata..--bentuk bola-bola goreng sampai berubah warna.. jangan terlalu lama... sajikan--,1,idresep4466433-bola-bola-kornet-sapi,"kornet, kornet sapi, minyak"
sayur sop daging sapi no msg no gula,14 daging sapi potong kotak2--sesukanya wortel--1 buah kentang--sesukanya kubis--seledri--bawang daun--1 buat tomat besar--bumbu --merica butir ulek--bawang merah sesukanya--3 siung bawang putih geprek--secukupnya garam--air matang----,"tumis bawang putih dengan margarin--goreng bawang merah--rebus daging sapi yg sudah d potong2 sampai empuk--masukan bwng putih yg sudah d tumis--lalu masukan kubis.. wortel.. kentang.. sampai empuk, tambahkan merica--dan terakhir masukan tomat, seledri, bawang daun dan garam.. tes rasa dan masukan bawang goreng. lalu aduk dan siap disajikan..--",6,idresep4466609-sayur-sop-daging-sapi-no-msg-no-gula,"daging sapi, wortel, kentang, kubis, seledri, bawang daun, tomat, merica, bawang merah, bawang putih, garam"
beef teriyaki,250 gr daging sapi tanpa lemak--saus--2 sachet saori teriyaki--2 sendok makan kecap--1 sendok makan minyak wijen--1 sendok teh kecap asin--2 bw putih cincang--1 ruas jahe cincang--2 bw bombay--cabai hijo buat cantik2--,"campur semua bahan saus n marinated daging -1jam--tumis bw bombay n cabai hijo,masukkan daging n semua sausnya...tambkan air 100 mililiter. masak sampai sat n cek rasa--beef teriyaki siap--",6,idresep4466570-beef-teriyaki,"daging sapi, saori, minyak, minyak wijen, kecap asin, jahe, cabai"
asem asem daging sapi,"14 kilogram daging sapi, cui lalu potong kecil2--100 gram buncis poton2--2 buah wortel, kupas lalu potong potong--1 buah tomat iris2--bumbu2--asam jawa secukupnya sampai didapat rasa asam yg diinginkan--4 siung bawang merah iris--4 siung bawang putih iris--12 bawang bombay iris--6 buah cabai hijau besar iris--4 buah cabai merah keriting iris--1 lembar daun salam--lengkuas geprek--kecap manis--garam--gula--penyedap rasa rasa--",rebus daging sampai empuk... sisakan air rebusan untuk kuah--tumis bawang merah bawang putih bawang bombay hingga harum dan layu--masukkan cabai daun salam dan lengkuas--setelah harum masukkan buncis dan wortel aduk2 lalu tmbhkan kecap manis--masukkan tumisan ke dalam air rebusan daging--tambahkan asam jawa--tambahkan garam gula dan penyedap rasa lalu cek rasa--masak sampi mendidih dan sayuran empuk--terakhir masukkan tomat--matikan api--asem2 daging siap disajikan--tumis bawang merah bawang putih bawang bombay hingga harum dan layu--masukkan cabai daun salam dan lengkuas--setelah harum masukkan buncis dan wortel aduk2 lalu tmbhkan kecap manis--masukkan tumisan ke dalam air rebusan daging--tambahkan asam jawa--tambahkan garam gula dan penyedap rasa lalu cek rasa--masak sampi mendidih dan sayuran empuk--terakhir masukkan tomat--matikan api--asem2 daging siap disajikan--,5,idresep4466163-asem-asem-daging-sapi,"daging sapi, buncis, wortel, tomat, bawang merah, bawang putih, bawang bombay, cabai, cabai hijau, cabai merah, daun salam, lengkuas, kecap manis, garam, gula, penyedap rasa"
spicy beef teriyaki uenakk,300 gr sapi lulur dalam di iris agak tipis--selera cabai rawit--1 buah bombay ukuran sedang--1 buah daun bawangpere--2 sendok makan mentega--1 sendok makan madu--bumbu marinasi --4 siung bawang putih parut--1 cm jahe parut--1 sendok makan mirin tidak ad boleh skip--2-3 sendok makan sauskecap teriyaki--1 sendok teh garam--1 sendok teh gula--1 sendok teh merica--,"marinasi daging yang yg sudh dipotong dengan bumbu2 yang saya cantumkan. diamkan di kulkas selama 1 jam. referensi foto ini--siapkan wajan, beri mentega, lalu daging yg sudh di marinasi boleh dituang hidupkan api yang sedang--test kematangan dengan cara menusuk dengan garpu. jika sudah empuk, boleh di masukkan bawang bombay dan madu--jika sudah matang, masukkan daun bawangpere dan cabai rawit--lalu icip2 rasa jika ad yg kurang biasanya garam atau gula--masakan siap dihidangkan  semoga suka ya teman2--",0,idresep4466035-spicy-beef-teriyaki-uenakk,"cabai, cabai rawit, daun bawang, mentega, madu, nasi, bawang putih, jahe, garam, gula, merica"
steak sapi parud keju,bagian has sapi 2 potong ukuran ketebalan 10 inchi--bumbu rendaman sapi --secukupnya ketumbar--secukupnya lada--3 siung bawang putih--secukupnya garam  penyedap rasa  kaldu jamur--secukupnya air--bahan sausnya--delmonte saus tomat--delmonte saus cabai--bawang putih iris 1 siung--bawang bombay iris secukupnya--garam  penyedap rasa  kaldu jamur--secukupnya air--sesuai selera tepung maizena--sesuai selera keju parutan--bahan salad --brokoli--jagung--wortel--,"sayuran salad d rebus secukupnya jangan terlalu matang pisahkan dan tiriskan--bawang putih, ketumbar, lada dan garam, penyedap rasa dhaluskan lalu air sedikit campur, lalu sapi masukan k rendaman bumbu nya tersebut. masukan ke kulkas sblm d bakar--buatlah sausnya terlebih dahulu, goreng bawang putih dan bawang bombay sampai wangi lalu delmonte saus cabai dan tomat beri air sedikit lalu penyedap rasa dan bila ingin kental sesuai selera beri tepung maizena yg sudah diberi air sedikit dan campurkan kedalam katel--bakar daging sampai warna kecoklatan dan tidak keluar darah lagi--sajikan daging dilumuri saus dan salad di pinggirny, juga diparuti keju sesuai selera--bila ingin kenyang di sajikan bersama nasi--",3,idresep4465647-steak-sapi-parud-keju,"ketumbar, lada, bawang putih, garam, kaldu, penyedap rasa, jamur, kaldu jamur, tomat, cabai, bawang bombay, keju, kol, brokoli, jagung, wortel"
lumpia isi daging sapi  kubis,12 bongkol kubis iris halus--200 gr daging sapi giling--1 batang bawang daun iris halus--2 sendok makan minyak--5 sendok makan air--kulit lumpia--putih telur--merica--garam--bumbu cincang halus--2 bawang merah--2 bawang putih--1 liter minyak untuk goreng lumpia--,"tumis bumbu cincang dgn 2 sendok makan minyak, masukan daging sapi aduk rata sampai daging berubah warna lalu masukan kubis, bawang daun, air, garam dan merica. masak sampai air surut dan kubis matang.--angkat dari kompor, diamkan di suhu ruang sampai benar2 dingin.--setelah dingin, bungkus lumpia dgn isian, gulung. rekatkan ujung dgn putih telur. lakukan sampai isian habis.--panaskan minyak, goreng lumpia sampai kecoklatan--angkat dan sajikan--",1,idresep4463578-lumpia-isi-daging-sapi-kubis,"kol, kubis, daging sapi, bawang daun, minyak, kulit lumpia, telur, merica, garam, bawang merah, bawang putih"
beef black pepper,500 gram daging sapi has dalam iris--2 buah bawang bombay potong kotak--2 buah paprika hijau potong kotak--4 siung bawang putih geprek  cacah--3 sendok makan lada kasar--5 sendok makan kecap manis--4 sendok makan saus tiram--sesuai selera gula  garam--,"aduk rata irisan daging dengan 1 sendok makan lada, 2 sendok makan kecap manis  2 sendok makan saus tiram. diamkan selama minimum 30 menit.--setelahnya tumis daging dengan sedikit minyak hingga matang, lalu sisihkan.--tumis bawang putih, bawang bombay  paprika hingga harum.--masukan tumisan daging--tambahkan 3 sendok makan kecap manis, 2 sendok makan saus tiram  2 sendok makan lada. aduk hingga semua bahan tercampur.--tambahkan garam  gula sesuai selera.--",6,idresep4463375-beef-black-pepper,"daging sapi, bawang bombay, bawang putih, lada, kecap manis, saus tiram, gula, garam"
oseng tetelan sapi,14 kilogram tetelan sapi--500 mililiter air--2 lbr daun salam--secukupnya garam--secukupnya gula--minyak secukupnya untuk menumis--bumbu halus --100 gram cabai merah keriting--30 gram cabai rawit merah boleh ditambah kalo mau lebih pedas--50 gr bawang merah--,"rebus tetelan sapi bersama daun salam hingga empuk. angkat, potong - 1 cm, sisihkan.--rebus atau kukus bahan bumbu halus, lalu ulek kasar.--tumis bumbu yang telah diulek kasar dengan minyak secukupnya.--beri garam dan gula secukupnya lebih baik dirasa ya.--masukkan tetelan yang telah direbus, aduk rata.--tambahkan 100 mililiter air rebusan tetelan.--koreksi rasa. jika air sudah susut, matikan kompor.--siap disajikan dengan nasi hangat.--",4,idresep4462785-oseng-tetelan-sapi,"daun salam, garam, gula, minyak, cabai, cabai merah, cabai rawit, bawang merah"
tongseng sapi,200 gram daging sapi--65 mililiter santan instan--50 gram kubis--1 buah tomat--5 bawang merah--2 bawang putih--3 buah kemiri--5 buah cabai rawit--gula merah----,"cuci bersih daging sapi yang sudah di siapkan--haluskan bawang merah, bawang putih, jahe, kunyit dan kemiri sisihkan--panaskan wajan,beri sedikit minyak lalu tumis bumbu halus hingga harum,lalu masukkan daging sapi tumis hingga berubah warna,masukkan santan dan tuang air secukupnya tunggu hingga mendidih--bumbui dengan garam,gula merah,merica,kecap tes rasa,jika sudah pas rasanya tunggu hingga mendidih tambahkan tomat iris,kubis dan cabai rawit iris,lalu tunggu air hingga sedikit menyusut,jangan terlampau habis airnya,jika sudah angkat sajikan--",2,idresep4460848-tongseng-sapi,"daging sapi, santan, santan instan, kubis, tomat, bawang merah, bawang putih, kemiri, cabai, cabai rawit, gula, gula merah"
soto daging sapi lobak wortel,"250 gr daging sapi--2 buah wortel kupas, iris bulat tipis--2 buah lobak kupas, iris bulat tipis--1 batang serai memar'kan--1 batang bawang daun iris halus--1 batang daun seledri iris halus--garam secukup'nya--gula secukup'nya--1500 mililiter air--1 sendok teh bawang goreng--2 sendok makan minyak--bumbu halus--5 siung bawang merah--3 siung bawang putih--12 sendok teh merica butiran--","didih'kan air hingga mendidih, masukan daging yg sudah dicuci,rebus smp empuk, angkat tiriskan potong kotak''.air rebusan daging td disaring, untuk selanjutnya dimasak lg,separuh air rebusan aku pk merebus lobak, biar aroma lobak'nya ngk pekat--panaskan minyak, tumis bumbu halus smp harum,didihkan lg sisa air rebusan daging,masukan serai, wortel,daging sapi,lobak.tambah'kan garam gula,bawang daun, seledri. tes rasa.--angkat, sajikan dngn taburan bawang gorengpelengkap lain'nya--",9,idresep4454968-soto-daging-sapi-lobak-wortel,"daging sapi, wortel, lobak, serai, bawang daun, daun seledri, seledri, garam, gula, minyak, bawang merah, bawang putih, merica"
tumis buncis cah daging sapi,250 gr baby buncis--100 gr daging sapi giling--3 siung bawang putih--50 mililiter air--4 sendok makan minyak untuk menumis--2 sendok makan saus tiram--sejumput gula--lada bubuk--garam--,"tumis bawang putih hingga harum, masukan daging giling lalu tumis hingga matang--masukan buncis, air, saus tiram, gula, garam dan lada.. masak -10 menit..--",6,idresep4461424-tumis-buncis-cah-daging-sapi,"buncis, daging sapi, bawang putih, minyak, saus tiram, gula, lada, garam"
kornet sapi,12 kaleng kornet sapi ukuran sedang--3 sendok makan terigu--1 buah telur ayam--lada bubuk--garam--kaldu ayam--,"campur terigu dan telur dahulu, aduk hingga rata. jangan ada gumpalan trigu.--lalu masukann kornet setengah kaleng yg ukuran sedang, sedikit kaldu ayam, garam, dan lada bubuk aduk hingga rata.--siapkann minyak yg sudah dipanaskan, lalu goreng. tunggu hinggs kecokltan dan tiriskan.--siap dimakan untuk lauk --",6,idresep4461038-kornet-sapi,"kornet, kornet sapi, terigu, ayam, telur, lada, garam, kaldu, kaldu ayam"
bakso sapi,"500 gr daging sapi tanpa lemak--150 gr es batu7bh ice cubes--1 btr putih telur--100 gr tapioka--1 sendok teh nutrijellagar2 plain--bumbu --6 bh bawang putih goreng, haluskan--4 bh bawang merah goreng, haluskan--1 sendok teh lada bubuk--1 sendok makan garam--2 sendok teh gula--1 sendok makan kaldu--","giling daginges batu sehalus mungkin. tambahkan bumbu-giling, putih telur-giling hingga semua bahan tercampur rata.--masukkan ke dlm freezer kurleb 30menit.--keluarkan dr freezer lalu masukkan tapiokanutrijel sedikit demi sedikit sambil diaduk rata dan diuleni. uleni jgn kelamaan spy tidak keras.--masukkan adonan ke freezer 5menit. kemudian didihkan air di panci besar jgn smpai bergejolak lalu kecilkan apinya, cetak bakso bulat2 hingga mengapung. angkat--bila perlu masukkan bakso ke dlm wadah yg berisi air es utk menghentikan proses masak. spy tetap kenyal dan tdk lembek.--utk dijadikan frozen food
tiriskan bakso dan diamkan hingga benar2 dingin. tata dalam wadah jgn bertumpuk, masukkan ke dlm freezer 1-2jam, lalu masukkan ke wadah kedap udaraplastik klip per porsi. tahan 2bln jika kondisi freezer sangat dingin.--",11,idresep4456773-bakso-sapi,"daging sapi, telur, bawang putih, bawang merah, lada, garam, gula, kaldu"
